"","...1","LC","T_MAPCODE","n","km2","mapwaps"
"1754",8956,4,"FRd2",667,0.2668,99
"1755",8957,5,"FRd2",14326,5.7304,99
"1756",8958,6,"FRd2",14,0.0056,99
"1757",8961,1,"FRg1",631970,252.788,99
"1758",8962,2,"FRg1",46666,18.6664,99
"1759",8963,3,"FRg1",106,0.0424,99
"1760",8964,4,"FRg1",1529,0.6116,99
"1761",8965,5,"FRg1",83543,33.4172,99
"1762",8966,6,"FRg1",35,0.014,99
"1763",8969,1,"FRg2",384709,153.8836,99
"1764",8970,2,"FRg2",337861,135.1444,99
"1765",8971,3,"FRg2",12465,4.986,99
"1766",8972,4,"FRg2",125415,50.166,99
"1767",8973,5,"FRg2",1491434,596.5736,99
"1768",8974,6,"FRg2",2112,0.8448,99
"1769",8975,7,"FRg2",24356,9.7424,99
"1770",8977,1,"FRg3",47083,18.8332,99
"1771",8978,2,"FRg3",516,0.2064,99
"1772",8980,4,"FRg3",17,0.0068,99
"1773",8981,5,"FRg3",316,0.1264,99
"1774",8983,7,"FRg3",7,0.0028,99
"1775",8985,1,"FRl1",1081703,432.6812,99
"1776",8986,2,"FRl1",69577,27.8308,99
"1777",8987,3,"FRl1",3585,1.434,99
"1778",8988,4,"FRl1",4948,1.9792,99
"1779",8989,5,"FRl1",93840,37.536,99
"1780",8990,6,"FRl1",42,0.0168,99
"1781",8991,7,"FRl1",527,0.2108,99
"1782",8993,1,"FRs1",490116,196.0464,99
"1783",8994,2,"FRs1",17077,6.8308,99
"1784",8995,3,"FRs1",109,0.0436,99
"1785",8996,4,"FRs1",283,0.1132,99
"1786",8997,5,"FRs1",10354,4.1416,99
"1787",8999,7,"FRs1",326,0.1304,99
"1788",9001,1,"FRs10",6283,2.5132,99
"1789",9002,2,"FRs10",5842,2.3368,99
"1790",9003,3,"FRs10",109,0.0436,99
"1791",9004,4,"FRs10",49784,19.9136,99
"1792",9007,7,"FRs10",1166,0.4664,99
"1793",9009,1,"FRs11",382623,153.0492,99
"1794",9010,2,"FRs11",243516,97.4064,99
"1795",9011,3,"FRs11",60372,24.1488,99
"1796",9012,4,"FRs11",35803,14.3212,99
"1797",9013,5,"FRs11",2246773,898.7092,99
"1798",9014,6,"FRs11",375,0.15,99
"1799",9015,7,"FRs11",14714,5.8856,99
"1800",9017,1,"FRs12",489263,195.7052,99
"1801",9018,2,"FRs12",323265,129.306,99
"1802",9019,3,"FRs12",4116,1.6464,99
"1803",9020,4,"FRs12",39934,15.9736,99
"1804",9021,5,"FRs12",4199972,1679.9888,99
"1805",9022,6,"FRs12",557,0.2228,99
"1806",9023,7,"FRs12",11658,4.6632,99
"1807",9025,1,"FRs13",994414,397.7656,99
"1808",9026,2,"FRs13",595705,238.282,99
"1809",9027,3,"FRs13",3247,1.2988,99
"1810",9028,4,"FRs13",45540,18.216,99
"1811",9029,5,"FRs13",5253002,2101.2008,99
"1812",9030,6,"FRs13",3333,1.3332,99
"1813",9031,7,"FRs13",11184,4.4736,99
"1814",9033,1,"FRs14",816363,326.5452,99
"1815",9034,2,"FRs14",234792,93.9168,99
"1816",9035,3,"FRs14",1419,0.5676,99
"1817",9036,4,"FRs14",21158,8.4632,99
"1818",9037,5,"FRs14",1089143,435.6572,99
"1819",9038,6,"FRs14",2319,0.9276,99
"1820",9039,7,"FRs14",1133,0.4532,99
"1821",9041,1,"FRs15",660610,264.244,99
"1822",9042,2,"FRs15",15763,6.3052,99
"1823",9043,3,"FRs15",544,0.2176,99
"1824",9044,4,"FRs15",1635,0.654,99
"1825",9045,5,"FRs15",12059,4.8236,99
"1826",9047,7,"FRs15",415,0.166,99
"1827",9049,1,"FRs16",2760292,1104.1168,99
"1828",9050,2,"FRs16",165866,66.3464,99
"1829",9051,3,"FRs16",3355,1.342,99
"1830",9052,4,"FRs16",13955,5.582,99
"1831",9053,5,"FRs16",425836,170.3344,99
"1832",9054,6,"FRs16",269,0.1076,99
"1833",9055,7,"FRs16",88,0.0352,99
"1834",9057,1,"FRs17",160422,64.1688,99
"1835",9058,2,"FRs17",68885,27.554,99
"1836",9059,3,"FRs17",6047,2.4188,99
"1837",9060,4,"FRs17",17525,7.01,99
"1838",9061,5,"FRs17",256198,102.4792,99
"1839",9062,6,"FRs17",131,0.0524,99
"1840",9063,7,"FRs17",8638,3.4552,99
"1841",9065,1,"FRs18",296691,118.6764,99
"1842",9066,2,"FRs18",44,0.0176,99
"1843",9067,3,"FRs18",1,4e-04,99
"1844",9068,4,"FRs18",4,0.0016,99
"1845",9069,5,"FRs18",66,0.0264,99
"1846",9073,1,"FRs19",389727,155.8908,99
"1847",9074,2,"FRs19",85499,34.1996,99
"1848",9075,3,"FRs19",5710,2.284,99
"1849",9076,4,"FRs19",29402,11.7608,99
"1850",9077,5,"FRs19",420640,168.256,99
"1851",9078,6,"FRs19",1888,0.7552,99
"1852",9079,7,"FRs19",9,0.0036,99
"1853",9081,1,"FRs2",260846,104.3384,99
"1854",9082,2,"FRs2",87980,35.192,99
"1855",9083,3,"FRs2",133,0.0532,99
"1856",9084,4,"FRs2",4681,1.8724,99
"1857",9085,5,"FRs2",192372,76.9488,99
"1858",9086,6,"FRs2",65,0.026,99
"1859",9087,7,"FRs2",1015,0.406,99
"1860",9089,1,"FRs20",28593,11.4372,99
"1861",9090,2,"FRs20",17497,6.9988,99
"1862",9091,3,"FRs20",3402,1.3608,99
"1863",9092,4,"FRs20",8844,3.5376,99
"1864",9093,5,"FRs20",58156,23.2624,99
"1865",9094,6,"FRs20",29,0.0116,99
"1866",9095,7,"FRs20",957,0.3828,99
"1867",9097,1,"FRs3",7870666,3148.2664,99
"1868",9098,2,"FRs3",88511,35.4044,99
"1869",9099,3,"FRs3",8459,3.3836,99
"1870",9100,4,"FRs3",6177,2.4708,99
"1871",9101,5,"FRs3",68907,27.5628,99
"1872",9102,6,"FRs3",570,0.228,99
"1873",9103,7,"FRs3",390,0.156,99
"1874",9105,1,"FRs4",528446,211.3784,99
"1875",9106,2,"FRs4",209960,83.984,99
"1876",9107,3,"FRs4",19073,7.6292,99
"1877",9108,4,"FRs4",29977,11.9908,99
"1878",9109,5,"FRs4",440398,176.1592,99
"1879",9110,6,"FRs4",78,0.0312,99
"1880",9111,7,"FRs4",1442,0.5768,99
"1881",9113,1,"FRs5",2997844,1199.1376,99
"1882",9114,2,"FRs5",81969,32.7876,99
"1883",9115,3,"FRs5",1484,0.5936,99
"1884",9116,4,"FRs5",2891,1.1564,99
"1885",9117,5,"FRs5",6669,2.6676,99
"1886",9118,6,"FRs5",267,0.1068,99
"1887",9119,7,"FRs5",160,0.064,99
"1888",9121,1,"FRs6",4524970,1809.988,99
"1889",9122,2,"FRs6",396550,158.62,99
"1890",9123,3,"FRs6",7872,3.1488,99
"1891",9124,4,"FRs6",19042,7.6168,99
"1892",9125,5,"FRs6",288899,115.5596,99
"1893",9126,6,"FRs6",1619,0.6476,99
"1894",9127,7,"FRs6",662,0.2648,99
"1895",9129,1,"FRs7",3233652,1293.4608,99
"1896",9130,2,"FRs7",357751,143.1004,99
"1897",9131,3,"FRs7",10842,4.3368,99
"1898",9132,4,"FRs7",31666,12.6664,99
"1899",9133,5,"FRs7",377489,150.9956,99
"1900",9134,6,"FRs7",346,0.1384,99
"1901",9135,7,"FRs7",7877,3.1508,99
"1902",9137,1,"FRs8",1541203,616.4812,99
"1903",9138,2,"FRs8",371476,148.5904,99
"1904",9139,3,"FRs8",15620,6.248,99
"1905",9140,4,"FRs8",41450,16.58,99
"1906",9141,5,"FRs8",613205,245.282,99
"1907",9142,6,"FRs8",3827,1.5308,99
"1908",9143,7,"FRs8",37617,15.0468,99
"1909",9145,1,"FRs9",1215594,486.2376,99
"1910",9146,2,"FRs9",1035215,414.086,99
"1911",9147,3,"FRs9",40784,16.3136,99
"1912",9148,4,"FRs9",324282,129.7128,99
"1913",9149,5,"FRs9",9712265,3884.906,99
"1914",9150,6,"FRs9",26413,10.5652,99
"1915",9151,7,"FRs9",54833,21.9332,99
"1916",9153,1,"FS1",589480,235.792,99
"1917",9154,2,"FS1",143185,57.274,99
"1918",9155,3,"FS1",72,0.0288,99
"1919",9156,4,"FS1",16574,6.6296,99
"1920",9157,5,"FS1",134339,53.7356,99
"1921",9158,6,"FS1",1753,0.7012,99
"1922",9159,7,"FS1",291,0.1164,99
"1923",9161,1,"FS10",763855,305.542,99
"1924",9162,2,"FS10",5626,2.2504,99
"1925",9163,3,"FS10",42,0.0168,99
"1926",9164,4,"FS10",37158,14.8632,99
"1927",9165,5,"FS10",262,0.1048,99
"1928",9166,6,"FS10",226,0.0904,99
"1929",9167,7,"FS10",21,0.0084,99
"1930",9169,1,"FS11",98620,39.448,99
"1931",9170,2,"FS11",79,0.0316,99
"1932",9172,4,"FS11",295,0.118,99
"1933",9173,5,"FS11",7,0.0028,99
"1934",9177,1,"FS12",227516,91.0064,99
"1935",9178,2,"FS12",9778,3.9112,99
"1936",9179,3,"FS12",40,0.016,99
"1937",9180,4,"FS12",59469,23.7876,99
"1938",9182,6,"FS12",452,0.1808,99
"1939",9183,7,"FS12",393,0.1572,99
"1940",9185,1,"FS13",87861,35.1444,99
"1941",9186,2,"FS13",1222,0.4888,99
"1942",9187,3,"FS13",3,0.0012,99
"1943",9188,4,"FS13",12223,4.8892,99
"1944",9189,5,"FS13",2,8e-04,99
"1945",9191,7,"FS13",2799,1.1196,99
"1946",9193,1,"FS14",212331,84.9324,99
"1947",9194,2,"FS14",1750,0.7,99
"1948",9195,3,"FS14",162,0.0648,99
"1949",9196,4,"FS14",26623,10.6492,99
"1950",9197,5,"FS14",1393,0.5572,99
"1951",9198,6,"FS14",54,0.0216,99
"1952",9201,1,"FS2",195761,78.3044,99
"1953",9202,2,"FS2",79327,31.7308,99
"1954",9203,3,"FS2",51,0.0204,99
"1955",9204,4,"FS2",59355,23.742,99
"1956",9205,5,"FS2",404428,161.7712,99
"1957",9206,6,"FS2",7359,2.9436,99
"1958",9207,7,"FS2",780,0.312,99
"1959",9209,1,"FS3",1452122,580.8488,99
"1960",9210,2,"FS3",779829,311.9316,99
"1961",9211,3,"FS3",1874,0.7496,99
"1962",9212,4,"FS3",72291,28.9164,99
"1963",9213,5,"FS3",1772749,709.0996,99
"1964",9214,6,"FS3",23241,9.2964,99
"1965",9215,7,"FS3",6406,2.5624,99
"1966",9217,1,"FS4",123824,49.5296,99
"1967",9218,2,"FS4",18158,7.2632,99
"1968",9220,4,"FS4",4379,1.7516,99
"1969",9221,5,"FS4",6987,2.7948,99
"1970",9222,6,"FS4",561,0.2244,99
"1971",9223,7,"FS4",1,4e-04,99
"1972",9225,1,"FS5",732502,293.0008,99
"1973",9226,2,"FS5",52265,20.906,99
"1974",9227,3,"FS5",1687,0.6748,99
"1975",9228,4,"FS5",47610,19.044,99
"1976",9229,5,"FS5",22849,9.1396,99
"1977",9230,6,"FS5",3787,1.5148,99
"1978",9231,7,"FS5",211,0.0844,99
"1979",9233,1,"FS6",457881,183.1524,99
"1980",9234,2,"FS6",32294,12.9176,99
"1981",9235,3,"FS6",4491,1.7964,99
"1982",9236,4,"FS6",467689,187.0756,99
"1983",9237,5,"FS6",20423,8.1692,99
"1984",9238,6,"FS6",12135,4.854,99
"1985",9239,7,"FS6",2394,0.9576,99
"1986",9241,1,"FS7",93737,37.4948,99
"1987",9242,2,"FS7",3464,1.3856,99
"1988",9243,3,"FS7",63,0.0252,99
"1989",9244,4,"FS7",10810,4.324,99
"1990",9245,5,"FS7",8998,3.5992,99
"1991",9249,1,"FS9",30901,12.3604,99
"1992",9250,2,"FS9",11502,4.6008,99
"1993",9251,3,"FS9",83,0.0332,99
"1994",9252,4,"FS9",6348,2.5392,99
"1995",9253,5,"FS9",18919,7.5676,99
"1996",9255,7,"FS9",2222,0.8888,99
"1997",9257,1,"Gd1",10507319,4202.9276,99
"1998",9258,2,"Gd1",501857,200.7428,99
"1999",9259,3,"Gd1",42133,16.8532,99
"2000",9260,4,"Gd1",153660,61.464,99
"2001",9261,5,"Gd1",551325,220.53,99
"2002",9262,6,"Gd1",812,0.3248,99
"2003",9263,7,"Gd1",810261,324.1044,99
"2004",9265,1,"Gd10",6769976,2707.9904,99
"2005",9266,2,"Gd10",294,0.1176,99
"2006",9267,3,"Gd10",4518,1.8072,99
"2007",9268,4,"Gd10",1532,0.6128,99
"2008",9269,5,"Gd10",183940,73.576,99
"2009",9273,1,"Gd2",383965,153.586,99
"2010",9274,2,"Gd2",2491,0.9964,99
"2011",9275,3,"Gd2",126,0.0504,99
"2012",9276,4,"Gd2",195,0.078,99
"2013",9277,5,"Gd2",2386,0.9544,99
"2014",9278,6,"Gd2",16,0.0064,99
"2015",9279,7,"Gd2",6630,2.652,99
"2016",9281,1,"Gd3",6023155,2409.262,99
"2017",9282,2,"Gd3",443909,177.5636,99
"2018",9283,3,"Gd3",43435,17.374,99
"2019",9284,4,"Gd3",38140,15.256,99
"2020",9285,5,"Gd3",860402,344.1608,99
"2021",9286,6,"Gd3",1831,0.7324,99
"2022",9287,7,"Gd3",4581,1.8324,99
"2023",9289,1,"Gd4",9822893,3929.1572,99
"2024",9290,2,"Gd4",263682,105.4728,99
"2025",9291,3,"Gd4",8536,3.4144,99
"2026",9292,4,"Gd4",42932,17.1728,99
"2027",9293,5,"Gd4",727808,291.1232,99
"2028",9294,6,"Gd4",892,0.3568,99
"2029",9295,7,"Gd4",16734,6.6936,99
"2030",9297,1,"Gd5",1699964,679.9856,99
"2031",9298,2,"Gd5",74181,29.6724,99
"2032",9299,3,"Gd5",9029,3.6116,99
"2033",9300,4,"Gd5",111596,44.6384,99
"2034",9301,5,"Gd5",84840,33.936,99
"2035",9302,6,"Gd5",249,0.0996,99
"2036",9303,7,"Gd5",10499,4.1996,99
"2037",9305,1,"Gd6",25188,10.0752,99
"2038",9308,4,"Gd6",1,4e-04,99
"2039",9309,5,"Gd6",117,0.0468,99
"2040",9313,1,"Gd7",2200325,880.13,99
"2041",9314,2,"Gd7",643,0.2572,99
"2042",9315,3,"Gd7",530,0.212,99
"2043",9316,4,"Gd7",300,0.12,99
"2044",9317,5,"Gd7",197,0.0788,99
"2045",9319,7,"Gd7",136,0.0544,99
"2046",9321,1,"Gd8",41897054,16758.8216,99
"2047",9322,2,"Gd8",59499,23.7996,99
"2048",9323,3,"Gd8",116943,46.7772,99
"2049",9324,4,"Gd8",11366,4.5464,99
"2050",9325,5,"Gd8",7003581,2801.4324,99
"2051",9326,6,"Gd8",242,0.0968,99
"2052",9327,7,"Gd8",1402,0.5608,99
"2053",9329,1,"Gd9",4639982,1855.9928,99
"2054",9331,3,"Gd9",569,0.2276,99
"2055",9332,4,"Gd9",4260,1.704,99
"2056",9333,5,"Gd9",875916,350.3664,99
"2057",9337,1,"Gh1",20346333,8138.5332,99
"2058",9338,2,"Gh1",242165,96.866,99
"2059",9339,3,"Gh1",34716,13.8864,99
"2060",9340,4,"Gh1",43025,17.21,99
"2061",9341,5,"Gh1",244958,97.9832,99
"2062",9342,6,"Gh1",1303,0.5212,99
"2063",9343,7,"Gh1",14053,5.6212,99
"2064",9345,1,"Gh10",14533542,5813.4168,99
"2065",9346,2,"Gh10",5303318,2121.3272,99
"2066",9347,3,"Gh10",251229,100.4916,99
"2067",9348,4,"Gh10",670642,268.2568,99
"2068",9349,5,"Gh10",43312980,17325.192,99
"2069",9350,6,"Gh10",177298,70.9192,99
"2070",9351,7,"Gh10",665301,266.1204,99
"2071",9353,1,"Gh11",1042429,416.9716,99
"2072",9354,2,"Gh11",236282,94.5128,99
"2073",9355,3,"Gh11",6885,2.754,99
"2074",9356,4,"Gh11",76479,30.5916,99
"2075",9357,5,"Gh11",907743,363.0972,99
"2076",9358,6,"Gh11",1214,0.4856,99
"2077",9359,7,"Gh11",37860,15.144,99
"2078",9361,1,"Gh12",552822,221.1288,99
"2079",9362,2,"Gh12",107790,43.116,99
"2080",9363,3,"Gh12",2291,0.9164,99
"2081",9364,4,"Gh12",60109,24.0436,99
"2082",9365,5,"Gh12",27729,11.0916,99
"2083",9366,6,"Gh12",65968,26.3872,99
"2084",9367,7,"Gh12",7029,2.8116,99
"2085",9369,1,"Gh13",5309412,2123.7648,99
"2086",9370,2,"Gh13",1227301,490.9204,99
"2087",9371,3,"Gh13",14673,5.8692,99
"2088",9372,4,"Gh13",298296,119.3184,99
"2089",9373,5,"Gh13",2492685,997.074,99
"2090",9374,6,"Gh13",13154,5.2616,99
"2091",9375,7,"Gh13",60035,24.014,99
"2092",9377,1,"Gh14",9188762,3675.5048,99
"2093",9378,2,"Gh14",2549596,1019.8384,99
"2094",9379,3,"Gh14",72205,28.882,99
"2095",9380,4,"Gh14",392479,156.9916,99
"2096",9381,5,"Gh14",10601157,4240.4628,99
"2097",9382,6,"Gh14",59470,23.788,99
"2098",9383,7,"Gh14",104855,41.942,99
"2099",9385,1,"Gh15",13672443,5468.9772,99
"2100",9386,2,"Gh15",2366234,946.4936,99
"2101",9387,3,"Gh15",33874,13.5496,99
"2102",9388,4,"Gh15",1455737,582.2948,99
"2103",9389,5,"Gh15",3632362,1452.9448,99
"2104",9390,6,"Gh15",52867,21.1468,99
"2105",9391,7,"Gh15",282682,113.0728,99
"2106",9393,1,"Gh2",14151079,5660.4316,99
"2107",9394,2,"Gh2",975847,390.3388,99
"2108",9395,3,"Gh2",180851,72.3404,99
"2109",9396,4,"Gh2",51013,20.4052,99
"2110",9397,5,"Gh2",2458405,983.362,99
"2111",9398,6,"Gh2",2372,0.9488,99
"2112",9399,7,"Gh2",88514,35.4056,99
"2113",9401,1,"Gh3",30892954,12357.1816,99
"2114",9402,2,"Gh3",652483,260.9932,99
"2115",9403,3,"Gh3",673744,269.4976,99
"2116",9404,4,"Gh3",84790,33.916,99
"2117",9405,5,"Gh3",1073130,429.252,99
"2118",9406,6,"Gh3",11280,4.512,99
"2119",9407,7,"Gh3",92711,37.0844,99
"2120",9409,1,"Gh4",23123105,9249.242,99
"2121",9410,2,"Gh4",254024,101.6096,99
"2122",9411,3,"Gh4",433542,173.4168,99
"2123",9412,4,"Gh4",47278,18.9112,99
"2124",9413,5,"Gh4",296414,118.5656,99
"2125",9414,6,"Gh4",5241,2.0964,99
"2126",9415,7,"Gh4",34822,13.9288,99
"2127",9417,1,"Gh5",6441941,2576.7764,99
"2128",9418,2,"Gh5",749732,299.8928,99
"2129",9419,3,"Gh5",41711,16.6844,99
"2130",9420,4,"Gh5",676768,270.7072,99
"2131",9421,5,"Gh5",4377480,1750.992,99
"2132",9422,6,"Gh5",8406,3.3624,99
"2133",9423,7,"Gh5",77958,31.1832,99
"2134",9425,1,"Gh6",26220203,10488.0812,99
"2135",9426,2,"Gh6",2380389,952.1556,99
"2136",9427,3,"Gh6",313208,125.2832,99
"2137",9428,4,"Gh6",577991,231.1964,99
"2138",9429,5,"Gh6",10099911,4039.9644,99
"2139",9430,6,"Gh6",84401,33.7604,99
"2140",9431,7,"Gh6",356148,142.4592,99
"2141",9433,1,"Gh7",3215363,1286.1452,99
"2142",9434,2,"Gh7",169993,67.9972,99
"2143",9435,3,"Gh7",12023,4.8092,99
"2144",9436,4,"Gh7",206032,82.4128,99
"2145",9437,5,"Gh7",293857,117.5428,99
"2146",9438,6,"Gh7",3195,1.278,99
"2147",9439,7,"Gh7",29414,11.7656,99
"2148",9441,1,"Gh8",165327,66.1308,99
"2149",9442,2,"Gh8",10660,4.264,99
"2150",9443,3,"Gh8",357,0.1428,99
"2151",9444,4,"Gh8",8438,3.3752,99
"2152",9445,5,"Gh8",13470,5.388,99
"2153",9446,6,"Gh8",514,0.2056,99
"2154",9447,7,"Gh8",2401,0.9604,99
"2155",9449,1,"Gh9",13267493,5306.9972,99
"2156",9450,2,"Gh9",1115926,446.3704,99
"2157",9451,3,"Gh9",83545,33.418,99
"2158",9452,4,"Gh9",86741,34.6964,99
"2159",9453,5,"Gh9",3026308,1210.5232,99
"2160",9454,6,"Gh9",36877,14.7508,99
"2161",9455,7,"Gh9",68872,27.5488,99
"2162",9457,1,"Gm1",7033016,2813.2064,99
"2163",9458,2,"Gm1",502988,201.1952,99
"2164",9459,3,"Gm1",41959,16.7836,99
"2165",9460,4,"Gm1",322601,129.0404,99
"2166",9461,5,"Gm1",2717512,1087.0048,99
"2167",9462,6,"Gm1",2628,1.0512,99
"2168",9463,7,"Gm1",49542,19.8168,99
"2169",9465,1,"Gm10",457858,183.1432,99
"2170",9466,2,"Gm10",351304,140.5216,99
"2171",9467,3,"Gm10",10874,4.3496,99
"2172",9468,4,"Gm10",1696309,678.5236,99
"2173",9469,5,"Gm10",126303,50.5212,99
"2174",9470,6,"Gm10",25125,10.05,99
"2175",9471,7,"Gm10",65229,26.0916,99
"2176",9473,1,"Gm11",10523418,4209.3672,99
"2177",9474,2,"Gm11",3823032,1529.2128,99
"2178",9475,3,"Gm11",161722,64.6888,99
"2179",9476,4,"Gm11",1319565,527.826,99
"2180",9477,5,"Gm11",9551017,3820.4068,99
"2181",9478,6,"Gm11",249076,99.6304,99
"2182",9479,7,"Gm11",644346,257.7384,99
"2183",9481,1,"Gm12",9268531,3707.4124,99
"2184",9482,2,"Gm12",6402260,2560.904,99
"2185",9483,3,"Gm12",455238,182.0952,99
"2186",9484,4,"Gm12",956220,382.488,99
"2187",9485,5,"Gm12",10899369,4359.7476,99
"2188",9486,6,"Gm12",1095111,438.0444,99
"2189",9487,7,"Gm12",2854123,1141.6492,99
"2190",9489,1,"Gm13",5315649,2126.2596,99
"2191",9490,2,"Gm13",1378782,551.5128,99
"2192",9491,3,"Gm13",36140,14.456,99
"2193",9492,4,"Gm13",180637,72.2548,99
"2194",9493,5,"Gm13",2775335,1110.134,99
"2195",9494,6,"Gm13",10973,4.3892,99
"2196",9495,7,"Gm13",120114,48.0456,99
"2197",9497,1,"Gm14",7375281,2950.1124,99
"2198",9498,2,"Gm14",673354,269.3416,99
"2199",9499,3,"Gm14",48388,19.3552,99
"2200",9500,4,"Gm14",38971,15.5884,99
"2201",9501,5,"Gm14",941734,376.6936,99
"2202",9502,6,"Gm14",1763,0.7052,99
"2203",9503,7,"Gm14",296534,118.6136,99
"2204",9505,1,"Gm15",4917684,1967.0736,99
"2205",9506,2,"Gm15",1196506,478.6024,99
"2206",9507,3,"Gm15",14374,5.7496,99
"2207",9508,4,"Gm15",329384,131.7536,99
"2208",9509,5,"Gm15",1068615,427.446,99
"2209",9510,6,"Gm15",3890,1.556,99
"2210",9511,7,"Gm15",3011671,1204.6684,99
"2211",9513,1,"Gm16",13322189,5328.8756,99
"2212",9514,2,"Gm16",1702709,681.0836,99
"2213",9515,3,"Gm16",54153,21.6612,99
"2214",9516,4,"Gm16",454672,181.8688,99
"2215",9517,5,"Gm16",2516822,1006.7288,99
"2216",9518,6,"Gm16",8064,3.2256,99
"2217",9519,7,"Gm16",6076981,2430.7924,99
"2218",9521,1,"Gm17",2013002,805.2008,99
"2219",9522,2,"Gm17",130989,52.3956,99
"2220",9523,3,"Gm17",2375,0.95,99
"2221",9524,4,"Gm17",7818,3.1272,99
"2222",9525,5,"Gm17",24030,9.612,99
"2223",9526,6,"Gm17",1285,0.514,99
"2224",9527,7,"Gm17",1048985,419.594,99
"2225",9529,1,"Gm19",2117654,847.0616,99
"2226",9530,2,"Gm19",519713,207.8852,99
"2227",9531,3,"Gm19",7353,2.9412,99
"2228",9532,4,"Gm19",25672,10.2688,99
"2229",9533,5,"Gm19",720739,288.2956,99
"2230",9534,6,"Gm19",19910,7.964,99
"2231",9535,7,"Gm19",41089,16.4356,99
"2232",9537,1,"Gm2",7046938,2818.7752,99
"2233",9538,2,"Gm2",42976,17.1904,99
"2234",9539,3,"Gm2",41281,16.5124,99
"2235",9540,4,"Gm2",128945,51.578,99
"2236",9541,5,"Gm2",2081207,832.4828,99
"2237",9543,7,"Gm2",1225,0.49,99
"2238",9545,1,"Gm20",45946,18.3784,99
"2239",9546,2,"Gm20",968,0.3872,99
"2240",9548,4,"Gm20",633,0.2532,99
"2241",9549,5,"Gm20",3198,1.2792,99
"2242",9551,7,"Gm20",101,0.0404,99
"2243",9553,1,"Gm21",2981689,1192.6756,99
"2244",9554,2,"Gm21",300961,120.3844,99
"2245",9555,3,"Gm21",39789,15.9156,99
"2246",9556,4,"Gm21",80481,32.1924,99
"2247",9557,5,"Gm21",436268,174.5072,99
"2248",9558,6,"Gm21",5418,2.1672,99
"2249",9559,7,"Gm21",33087,13.2348,99
"2250",9561,1,"Gm22",798562,319.4248,99
"2251",9562,2,"Gm22",129702,51.8808,99
"2252",9563,3,"Gm22",812,0.3248,99
"2253",9564,4,"Gm22",47771,19.1084,99
"2254",9565,5,"Gm22",58459,23.3836,99
"2255",9566,6,"Gm22",9831,3.9324,99
"2256",9567,7,"Gm22",424373,169.7492,99
"2257",9569,1,"Gm23",1705939,682.3756,99
"2258",9570,2,"Gm23",99774,39.9096,99
"2259",9571,3,"Gm23",77,0.0308,99
"2260",9572,4,"Gm23",16620,6.648,99
"2261",9573,5,"Gm23",16329,6.5316,99
"2262",9574,6,"Gm23",1072,0.4288,99
"2263",9575,7,"Gm23",260073,104.0292,99
"2264",9577,1,"Gm24",21024,8.4096,99
"2265",9578,2,"Gm24",812,0.3248,99
"2266",9580,4,"Gm24",59,0.0236,99
"2267",9583,7,"Gm24",335,0.134,99
"2268",9585,1,"Gm25",259463,103.7852,99
"2269",9586,2,"Gm25",72379,28.9516,99
"2270",9587,3,"Gm25",11852,4.7408,99
"2271",9588,4,"Gm25",10075,4.03,99
"2272",9589,5,"Gm25",63148,25.2592,99
"2273",9591,7,"Gm25",659669,263.8676,99
"2274",9593,1,"Gm26",605553,242.2212,99
"2275",9594,2,"Gm26",10845,4.338,99
"2276",9595,3,"Gm26",7,0.0028,99
"2277",9596,4,"Gm26",232,0.0928,99
"2278",9597,5,"Gm26",1870,0.748,99
"2279",9598,6,"Gm26",2,8e-04,99
"2280",9599,7,"Gm26",32940,13.176,99
"2281",9601,1,"Gm27",652860,261.144,99
"2282",9602,2,"Gm27",13702,5.4808,99
"2283",9603,3,"Gm27",12,0.0048,99
"2284",9604,4,"Gm27",426,0.1704,99
"2285",9605,5,"Gm27",1664,0.6656,99
"2286",9606,6,"Gm27",165,0.066,99
"2287",9607,7,"Gm27",1337,0.5348,99
"2288",9609,1,"Gm28",158392,63.3568,99
"2289",9610,2,"Gm28",600,0.24,99
"2290",9612,4,"Gm28",1,4e-04,99
"2291",9613,5,"Gm28",10,0.004,99
"2292",9615,7,"Gm28",266,0.1064,99
"2293",9617,1,"Gm29",1256772,502.7088,99
"2294",9618,2,"Gm29",26113,10.4452,99
"2295",9619,3,"Gm29",515,0.206,99
"2296",9620,4,"Gm29",645,0.258,99
"2297",9621,5,"Gm29",22224,8.8896,99
"2298",9622,6,"Gm29",10,0.004,99
"2299",9623,7,"Gm29",1776,0.7104,99
"2300",9625,1,"Gm3",15020988,6008.3952,99
"2301",9626,2,"Gm3",2981635,1192.654,99
"2302",9627,3,"Gm3",216885,86.754,99
"2303",9628,4,"Gm3",448100,179.24,99
"2304",9629,5,"Gm3",18674452,7469.7808,99
"2305",9630,6,"Gm3",6120,2.448,99
"2306",9631,7,"Gm3",311766,124.7064,99
"2307",9633,1,"Gm30",6528327,2611.3308,99
"2308",9634,2,"Gm30",825067,330.0268,99
"2309",9635,3,"Gm30",28686,11.4744,99
"2310",9636,4,"Gm30",78164,31.2656,99
"2311",9637,5,"Gm30",457597,183.0388,99
"2312",9638,6,"Gm30",20842,8.3368,99
"2313",9639,7,"Gm30",1707898,683.1592,99
"2314",9641,1,"Gm31",1273515,509.406,99
"2315",9642,2,"Gm31",77021,30.8084,99
"2316",9643,3,"Gm31",451,0.1804,99
"2317",9644,4,"Gm31",2739,1.0956,99
