"","nlc2022_7class","T_MAPCODE","niaps_arc","n"
"954","2","FFh6","0",82306
"955","3","FFh6","0",84898
"956","4","FFh6","0",15734
"957","5","FFh6","0",287135
"958","6","FFh6","0",191
"959","7","FFh6","0",18045
"960","NaN","FFh6","0",0
"961","1","FFh7","0",323965
"962","2","FFh7","0",45604
"963","3","FFh7","0",1694
"964","4","FFh7","0",10305
"965","5","FFh7","0",228994
"966","6","FFh7","0",8
"967","7","FFh7","0",2868
"968","NaN","FFh7","0",0
"969","1","FFh8","0",355106
"970","2","FFh8","0",57307
"971","3","FFh8","0",1026
"972","4","FFh8","0",1515
"973","5","FFh8","0",37169
"974","6","FFh8","0",16
"975","7","FFh8","0",3719
"976","NaN","FFh8","0",0
"977","1","FFh9","0",337178
"978","2","FFh9","0",102900
"979","3","FFh9","0",5918
"980","4","FFh9","0",93351
"981","5","FFh9","0",331235
"982","6","FFh9","0",180
"983","7","FFh9","0",177453
"984","NaN","FFh9","0",0
"985","1","FFl1","0",504814
"986","2","FFl1","0",17886
"987","3","FFl1","0",143
"988","4","FFl1","0",20603
"989","5","FFl1","0",27671
"990","6","FFl1","0",27
"991","7","FFl1","0",0
"992","NaN","FFl1","0",0
"993","1","FFl2","0",1621055
"994","2","FFl2","0",29252
"995","3","FFl2","0",430
"996","4","FFl2","0",10175
"997","5","FFl2","0",38046
"998","6","FFl2","0",2579
"999","7","FFl2","0",234
"1000","NaN","FFl2","0",0
"1001","1","FFl3","0",1534489
"1002","2","FFl3","0",87847
"1003","3","FFl3","0",6
"1004","4","FFl3","0",6333
"1005","5","FFl3","0",325235
"1006","6","FFl3","0",348
"1007","7","FFl3","0",1189
"1008","NaN","FFl3","0",0
"1009","1","FFq1","0",122560
"1010","2","FFq1","0",0
"1011","3","FFq1","0",0
"1012","4","FFq1","0",0
"1013","5","FFq1","0",0
"1014","6","FFq1","0",0
"1015","7","FFq1","0",0
"1016","NaN","FFq1","0",0
"1017","1","FFq2","0",4039779
"1018","2","FFq2","0",41850
"1019","3","FFq2","0",1188
"1020","4","FFq2","0",2007
"1021","5","FFq2","0",26042
"1022","6","FFq2","0",54
"1023","7","FFq2","0",0
"1024","NaN","FFq2","0",0
"1025","1","FFq3","0",3123464
"1026","2","FFq3","0",31229
"1027","3","FFq3","0",519
"1028","4","FFq3","0",1408
"1029","5","FFq3","0",12009
"1030","6","FFq3","0",412
"1031","7","FFq3","0",8
"1032","NaN","FFq3","0",0
"1033","1","FFq4","0",227785
"1034","2","FFq4","0",5759
"1035","3","FFq4","0",745
"1036","4","FFq4","0",1980
"1037","5","FFq4","0",7426
"1038","6","FFq4","0",350
"1039","7","FFq4","0",20
"1040","NaN","FFq4","0",0
"1041","1","FFq5","0",967201
"1042","2","FFq5","0",913
"1043","3","FFq5","0",58
"1044","4","FFq5","0",210
"1045","5","FFq5","0",33
"1046","6","FFq5","0",0
"1047","7","FFq5","0",0
"1048","NaN","FFq5","0",0
"1049","1","FFq6","0",1520051
"1050","2","FFq6","0",15284
"1051","3","FFq6","0",221
"1052","4","FFq6","0",2076
"1053","5","FFq6","0",9464
"1054","6","FFq6","0",158
"1055","7","FFq6","0",5285
"1056","NaN","FFq6","0",0
"1057","1","FFs1","0",1942347
"1058","2","FFs1","0",149191
"1059","3","FFs1","0",537
"1060","4","FFs1","0",3034
"1061","5","FFs1","0",368423
"1062","6","FFs1","0",6
"1063","7","FFs1","0",1213
"1064","NaN","FFs1","0",0
"1065","1","FFs10","0",2303656
"1066","2","FFs10","0",43196
"1067","3","FFs10","0",4959
"1068","4","FFs10","0",6192
"1069","5","FFs10","0",21220
"1070","6","FFs10","0",169
"1071","7","FFs10","0",21538
"1072","NaN","FFs10","0",0
"1073","1","FFs11","0",1823176
"1074","2","FFs11","0",166232
"1075","3","FFs11","0",17215
"1076","4","FFs11","0",25585
"1077","5","FFs11","0",54855
"1078","6","FFs11","0",588
"1079","7","FFs11","0",77300
"1080","NaN","FFs11","0",0
"1081","1","FFs12","0",2195491
"1082","2","FFs12","0",132796
"1083","3","FFs12","0",957
"1084","4","FFs12","0",27980
"1085","5","FFs12","0",115308
"1086","6","FFs12","0",937
"1087","7","FFs12","0",7177
"1088","NaN","FFs12","0",0
"1089","1","FFs13","0",1229776
"1090","2","FFs13","0",11203
"1091","3","FFs13","0",224
"1092","4","FFs13","0",548
"1093","5","FFs13","0",14030
"1094","6","FFs13","0",222
"1095","7","FFs13","0",9
"1096","NaN","FFs13","0",0
"1097","1","FFs14","0",712975
"1098","2","FFs14","0",16618
"1099","3","FFs14","0",809
"1100","4","FFs14","0",1053
"1101","5","FFs14","0",24258
"1102","6","FFs14","0",575
"1103","7","FFs14","0",18042
"1104","NaN","FFs14","0",0
"1105","1","FFs15","0",2230816
"1106","2","FFs15","0",86191
"1107","3","FFs15","0",1511
"1108","4","FFs15","0",9018
"1109","5","FFs15","0",112551
"1110","6","FFs15","0",576
"1111","7","FFs15","0",2331
"1112","NaN","FFs15","0",0
"1113","1","FFs16","0",2533381
"1114","2","FFs16","0",25508
"1115","3","FFs16","0",351
"1116","4","FFs16","0",2007
"1117","5","FFs16","0",16811
"1118","6","FFs16","0",37
"1119","7","FFs16","0",32695
"1120","NaN","FFs16","0",0
"1121","1","FFs17","0",235503
"1122","2","FFs17","0",8316
"1123","3","FFs17","0",116
"1124","4","FFs17","0",1023
"1125","5","FFs17","0",5623
"1126","6","FFs17","0",199
"1127","7","FFs17","0",954
"1128","NaN","FFs17","0",0
"1129","1","FFs18","0",1586669
"1130","2","FFs18","0",127945
"1131","3","FFs18","0",1521
"1132","4","FFs18","0",3828
"1133","5","FFs18","0",200262
"1134","6","FFs18","0",35
"1135","7","FFs18","0",7601
"1136","NaN","FFs18","0",0
"1137","1","FFs19","0",1896497
"1138","2","FFs19","0",229508
"1139","3","FFs19","0",1666
"1140","4","FFs19","0",39037
"1141","5","FFs19","0",185979
"1142","6","FFs19","0",581
"1143","7","FFs19","0",575223
"1144","NaN","FFs19","0",0
"1145","1","FFs2","0",2299379
"1146","2","FFs2","0",241186
"1147","3","FFs2","0",3864
"1148","4","FFs2","0",15584
"1149","5","FFs2","0",739565
"1150","6","FFs2","0",443
"1151","7","FFs2","0",2764
"1152","NaN","FFs2","0",0
"1153","1","FFs20","0",3214704
"1154","2","FFs20","0",237701
"1155","3","FFs20","0",16571
"1156","4","FFs20","0",59247
"1157","5","FFs20","0",980981
"1158","6","FFs20","0",132
"1159","7","FFs20","0",449182
"1160","NaN","FFs20","0",0
"1161","1","FFs21","0",795097
"1162","2","FFs21","0",362
"1163","3","FFs21","0",72
"1164","4","FFs21","0",62
"1165","5","FFs21","0",256
"1166","6","FFs21","0",0
"1167","7","FFs21","0",0
"1168","NaN","FFs21","0",0
"1169","1","FFs22","0",962568
"1170","2","FFs22","0",6272
"1171","3","FFs22","0",10
"1172","4","FFs22","0",166
"1173","5","FFs22","0",890
"1174","6","FFs22","0",0
"1175","7","FFs22","0",3
"1176","NaN","FFs22","0",0
"1177","1","FFs23","0",2111305
"1178","2","FFs23","0",8900
"1179","3","FFs23","0",415
"1180","4","FFs23","0",905
"1181","5","FFs23","0",4553
"1182","6","FFs23","0",10
"1183","7","FFs23","0",0
"1184","NaN","FFs23","0",0
"1185","1","FFs24","0",2688668
"1186","2","FFs24","0",2906
"1187","3","FFs24","0",573
"1188","4","FFs24","0",1047
"1189","5","FFs24","0",1571
"1190","6","FFs24","0",14
"1191","7","FFs24","0",156
"1192","NaN","FFs24","0",0
"1193","1","FFs25","0",827230
"1194","2","FFs25","0",3747
"1195","3","FFs25","0",67
"1196","4","FFs25","0",152
"1197","5","FFs25","0",183
"1198","6","FFs25","0",0
"1199","7","FFs25","0",0
"1200","NaN","FFs25","0",0
"1201","1","FFs26","0",709281
"1202","2","FFs26","0",14515
"1203","3","FFs26","0",132
"1204","4","FFs26","0",429
"1205","5","FFs26","0",27308
"1206","6","FFs26","0",0
"1207","7","FFs26","0",132
"1208","NaN","FFs26","0",0
"1209","1","FFs27","0",5315880
"1210","2","FFs27","0",181835
"1211","3","FFs27","0",618
"1212","4","FFs27","0",6039
"1213","5","FFs27","0",174792
"1214","6","FFs27","0",155
"1215","7","FFs27","0",241965
"1216","NaN","FFs27","0",0
"1217","1","FFs28","0",9060408
"1218","2","FFs28","0",300551
"1219","3","FFs28","0",3736
"1220","4","FFs28","0",61299
"1221","5","FFs28","0",464542
"1222","6","FFs28","0",395
"1223","7","FFs28","0",43848
"1224","NaN","FFs28","0",0
"1225","1","FFs29","0",279318
"1226","2","FFs29","0",63727
"1227","3","FFs29","0",340
"1228","4","FFs29","0",318017
"1229","5","FFs29","0",91478
"1230","6","FFs29","0",1381
"1231","7","FFs29","0",6972
"1232","NaN","FFs29","0",0
"1233","1","FFs3","0",1151669
"1234","2","FFs3","0",37995
"1235","3","FFs3","0",188
"1236","4","FFs3","0",1323
"1237","5","FFs3","0",29821
"1238","6","FFs3","0",0
"1239","7","FFs3","0",970
"1240","NaN","FFs3","0",0
"1241","1","FFs30","0",93698
"1242","2","FFs30","0",26
"1243","3","FFs30","0",13
"1244","4","FFs30","0",73
"1245","5","FFs30","0",0
"1246","6","FFs30","0",0
"1247","7","FFs30","0",0
"1248","NaN","FFs30","0",0
"1249","1","FFs31","0",126751
"1250","2","FFs31","0",99
"1251","3","FFs31","0",1
"1252","4","FFs31","0",12
"1253","5","FFs31","0",0
"1254","6","FFs31","0",0
"1255","7","FFs31","0",0
"1256","NaN","FFs31","0",0
"1257","1","FFs32","0",882684
"1258","2","FFs32","0",125436
"1259","3","FFs32","0",75
"1260","4","FFs32","0",941
"1261","5","FFs32","0",356581
"1262","6","FFs32","0",0
"1263","7","FFs32","0",17
"1264","NaN","FFs32","0",0
"1265","1","FFs4","0",5506322
"1266","2","FFs4","0",240833
"1267","3","FFs4","0",7067
"1268","4","FFs4","0",10077
"1269","5","FFs4","0",453945
"1270","6","FFs4","0",290
"1271","7","FFs4","0",5162
"1272","NaN","FFs4","0",0
"1273","1","FFs5","0",2590797
"1274","2","FFs5","0",99440
"1275","3","FFs5","0",11865
"1276","4","FFs5","0",4865
"1277","5","FFs5","0",85402
"1278","6","FFs5","0",253
"1279","7","FFs5","0",5590
"1280","NaN","FFs5","0",0
"1281","1","FFs6","0",902172
"1282","2","FFs6","0",40974
"1283","3","FFs6","0",1502
"1284","4","FFs6","0",5620
"1285","5","FFs6","0",73953
"1286","6","FFs6","0",402
"1287","7","FFs6","0",2235
"1288","NaN","FFs6","0",0
"1289","1","FFs7","0",919411
"1290","2","FFs7","0",12982
"1291","3","FFs7","0",4652
"1292","4","FFs7","0",1195
"1293","5","FFs7","0",36892
"1294","6","FFs7","0",40
"1295","7","FFs7","0",1060
"1296","NaN","FFs7","0",0
"1297","1","FFs8","0",768368
"1298","2","FFs8","0",3040
"1299","3","FFs8","0",424
"1300","4","FFs8","0",1055
"1301","5","FFs8","0",4905
"1302","6","FFs8","0",56
"1303","7","FFs8","0",159
"1304","NaN","FFs8","0",0
"1305","1","FFs9","0",507512
"1306","2","FFs9","0",12929
"1307","3","FFs9","0",869
"1308","4","FFs9","0",18499
"1309","5","FFs9","0",374
"1310","6","FFs9","0",23
"1311","7","FFs9","0",6957
"1312","NaN","FFs9","0",0
"1313","1","FFt1","0",983751
"1314","2","FFt1","0",8973
"1315","3","FFt1","0",237
"1316","4","FFt1","0",513
"1317","5","FFt1","0",13129
"1318","6","FFt1","0",4
"1319","7","FFt1","0",64
"1320","NaN","FFt1","0",0
"1321","1","FFt2","0",407104
"1322","2","FFt2","0",18966
"1323","3","FFt2","0",83
"1324","4","FFt2","0",5639
"1325","5","FFt2","0",47203
"1326","6","FFt2","0",57
"1327","7","FFt2","0",51
"1328","NaN","FFt2","0",0
"1329","1","FOa1","0",330107
"1330","2","FOa1","0",25385
"1331","3","FOa1","0",1558
"1332","4","FOa1","0",527
"1333","5","FOa1","0",79330
"1334","6","FOa1","0",0
"1335","7","FOa1","0",16
"1336","NaN","FOa1","0",0
"1337","1","FOa2","0",180047
"1338","2","FOa2","0",51791
"1339","3","FOa2","0",192
"1340","4","FOa2","0",3447
"1341","5","FOa2","0",11005
"1342","6","FOa2","0",36
"1343","7","FOa2","0",2037
"1344","NaN","FOa2","0",0
"1345","1","FOa3","0",51326
"1346","2","FOa3","0",3193
"1347","3","FOa3","0",308
"1348","4","FOa3","0",4491
"1349","5","FOa3","0",66
"1350","6","FOa3","0",67
"1351","7","FOa3","0",3
"1352","NaN","FOa3","0",0
"1353","1","FOz1","0",1553428
"1354","2","FOz1","0",331247
"1355","3","FOz1","0",199
"1356","4","FOz1","0",2875
"1357","5","FOz1","0",30638
"1358","6","FOz1","0",2
"1359","7","FOz1","0",15225
"1360","NaN","FOz1","0",0
"1361","1","FOz2","0",447914
"1362","2","FOz2","0",70549
"1363","3","FOz2","0",23
"1364","4","FOz2","0",319
"1365","5","FOz2","0",115
"1366","6","FOz2","0",1
"1367","7","FOz2","0",6519
"1368","NaN","FOz2","0",0
"1369","1","FOz3","0",2192752
"1370","2","FOz3","0",420671
"1371","3","FOz3","0",78
"1372","4","FOz3","0",1423
"1373","5","FOz3","0",1129
"1374","6","FOz3","0",2
"1375","7","FOz3","0",14743
"1376","NaN","FOz3","0",0
"1377","1","FOz4","0",718266
"1378","2","FOz4","0",230319
"1379","3","FOz4","0",35
"1380","4","FOz4","0",53
"1381","5","FOz4","0",1122
"1382","6","FOz4","0",0
"1383","7","FOz4","0",15491
"1384","NaN","FOz4","0",0
"1385","1","FOz5","0",2353095
"1386","2","FOz5","0",161769
"1387","3","FOz5","0",334
"1388","4","FOz5","0",5682
"1389","5","FOz5","0",33750
"1390","6","FOz5","0",312
"1391","7","FOz5","0",4068
"1392","NaN","FOz5","0",58
"1393","1","FOz6","0",376401
"1394","2","FOz6","0",32639
"1395","3","FOz6","0",0
"1396","4","FOz6","0",460
"1397","5","FOz6","0",52629
"1398","6","FOz6","0",0
"1399","7","FOz6","0",29
"1400","NaN","FOz6","0",0
"1401","1","FOz7","0",1277141
"1402","2","FOz7","0",305656
"1403","3","FOz7","0",1833
"1404","4","FOz7","0",52402
"1405","5","FOz7","0",17826
"1406","6","FOz7","0",20678
"1407","7","FOz7","0",10432
"1408","NaN","FOz7","0",173
"1409","1","FOz8","0",609694
"1410","2","FOz8","0",40272
"1411","3","FOz8","0",448
"1412","4","FOz8","0",5907
"1413","5","FOz8","0",6322
"1414","6","FOz8","0",0
"1415","7","FOz8","0",105
"1416","NaN","FOz8","0",0
"1417","1","FOz9","0",203151
"1418","2","FOz9","0",288
"1419","3","FOz9","0",5
"1420","4","FOz9","0",1
"1421","5","FOz9","0",667
"1422","6","FOz9","0",0
"1423","7","FOz9","0",0
"1424","NaN","FOz9","0",0
"1425","1","FRa1","0",390396
"1426","2","FRa1","0",195595
"1427","3","FRa1","0",19802
"1428","4","FRa1","0",73801
"1429","5","FRa1","0",505015
"1430","6","FRa1","0",625
"1431","7","FRa1","0",2256
"1432","NaN","FRa1","0",0
"1433","1","FRa2","0",77967
"1434","2","FRa2","0",15642
"1435","3","FRa2","0",167
"1436","4","FRa2","0",3676
"1437","5","FRa2","0",44589
"1438","6","FRa2","0",0
"1439","7","FRa2","0",204
"1440","NaN","FRa2","0",0
"1441","1","FRc1","0",28791
"1442","2","FRc1","0",30016
"1443","3","FRc1","0",663
"1444","4","FRc1","0",5924
"1445","5","FRc1","0",179555
"1446","6","FRc1","0",530
"1447","7","FRc1","0",1214
"1448","NaN","FRc1","0",0
"1449","1","FRc2","0",66581
"1450","2","FRc2","0",51546
"1451","3","FRc2","0",428
"1452","4","FRc2","0",6118
"1453","5","FRc2","0",385989
"1454","6","FRc2","0",868
"1455","7","FRc2","0",1216
"1456","NaN","FRc2","0",0
"1457","1","FRd1","0",492889
"1458","2","FRd1","0",26901
"1459","3","FRd1","0",1643
"1460","4","FRd1","0",903
"1461","5","FRd1","0",25548
"1462","6","FRd1","0",46
"1463","7","FRd1","0",542
"1464","NaN","FRd1","0",0
"1465","1","FRd2","0",1409443
"1466","2","FRd2","0",16834
"1467","3","FRd2","0",689
"1468","4","FRd2","0",665
"1469","5","FRd2","0",14293
"1470","6","FRd2","0",14
"1471","7","FRd2","0",0
"1472","NaN","FRd2","0",0
"1473","1","FRg1","0",630932
"1474","2","FRg1","0",46600
"1475","3","FRg1","0",106
"1476","4","FRg1","0",1527
"1477","5","FRg1","0",83521
"1478","6","FRg1","0",35
"1479","7","FRg1","0",0
"1480","NaN","FRg1","0",0
"1481","1","FRg2","0",315879
"1482","2","FRg2","0",312522
"1483","3","FRg2","0",12302
"1484","4","FRg2","0",123754
"1485","5","FRg2","0",1489807
"1486","6","FRg2","0",2108
"1487","7","FRg2","0",16671
"1488","NaN","FRg2","0",0
"1489","1","FRg3","0",46457
"1490","2","FRg3","0",481
"1491","3","FRg3","0",0
"1492","4","FRg3","0",16
"1493","5","FRg3","0",306
"1494","6","FRg3","0",0
"1495","7","FRg3","0",7
"1496","NaN","FRg3","0",0
"1497","1","FRl1","0",1067873
"1498","2","FRl1","0",68426
"1499","3","FRl1","0",3554
"1500","4","FRl1","0",4906
"1501","5","FRl1","0",93785
"1502","6","FRl1","0",42
"1503","7","FRl1","0",397
"1504","NaN","FRl1","0",0
"1505","1","FRs1","0",463039
"1506","2","FRs1","0",15269
"1507","3","FRs1","0",61
"1508","4","FRs1","0",274
"1509","5","FRs1","0",10286
"1510","6","FRs1","0",0
"1511","7","FRs1","0",127
"1512","NaN","FRs1","0",0
"1513","1","FRs10","0",6255
"1514","2","FRs10","0",5793
"1515","3","FRs10","0",109
"1516","4","FRs10","0",49764
"1517","5","FRs10","0",0
"1518","6","FRs10","0",0
"1519","7","FRs10","0",1166
"1520","NaN","FRs10","0",0
"1521","1","FRs11","0",334020
"1522","2","FRs11","0",232442
"1523","3","FRs11","0",60294
"1524","4","FRs11","0",35002
"1525","5","FRs11","0",2245714
"1526","6","FRs11","0",375
"1527","7","FRs11","0",12271
"1528","NaN","FRs11","0",0
"1529","1","FRs12","0",450100
"1530","2","FRs12","0",317136
"1531","3","FRs12","0",4016
"1532","4","FRs12","0",39668
"1533","5","FRs12","0",4199222
"1534","6","FRs12","0",557
"1535","7","FRs12","0",9948
"1536","NaN","FRs12","0",0
"1537","1","FRs13","0",884690
"1538","2","FRs13","0",565821
"1539","3","FRs13","0",2920
"1540","4","FRs13","0",44430
"1541","5","FRs13","0",5247068
"1542","6","FRs13","0",3327
"1543","7","FRs13","0",6918
"1544","NaN","FRs13","0",0
"1545","1","FRs14","0",689314
"1546","2","FRs14","0",213169
"1547","3","FRs14","0",1375
"1548","4","FRs14","0",20681
"1549","5","FRs14","0",1088948
"1550","6","FRs14","0",2315
"1551","7","FRs14","0",408
"1552","NaN","FRs14","0",0
"1553","1","FRs15","0",659598
"1554","2","FRs15","0",15693
"1555","3","FRs15","0",543
"1556","4","FRs15","0",1632
"1557","5","FRs15","0",12057
"1558","6","FRs15","0",0
"1559","7","FRs15","0",392
"1560","NaN","FRs15","0",0
"1561","1","FRs16","0",2737240
"1562","2","FRs16","0",165373
"1563","3","FRs16","0",3345
"1564","4","FRs16","0",13928
"1565","5","FRs16","0",425762
"1566","6","FRs16","0",269
"1567","7","FRs16","0",77
"1568","NaN","FRs16","0",0
"1569","1","FRs17","0",138713
"1570","2","FRs17","0",65766
"1571","3","FRs17","0",6007
"1572","4","FRs17","0",17371
"1573","5","FRs17","0",255721
"1574","6","FRs17","0",131
"1575","7","FRs17","0",4457
"1576","NaN","FRs17","0",0
"1577","1","FRs18","0",296691
"1578","2","FRs18","0",44
"1579","3","FRs18","0",1
"1580","4","FRs18","0",4
"1581","5","FRs18","0",66
"1582","6","FRs18","0",0
"1583","7","FRs18","0",0
"1584","NaN","FRs18","0",0
"1585","1","FRs19","0",359530
"1586","2","FRs19","0",81353
"1587","3","FRs19","0",5633
"1588","4","FRs19","0",29288
"1589","5","FRs19","0",420065
"1590","6","FRs19","0",1888
"1591","7","FRs19","0",9
"1592","NaN","FRs19","0",0
"1593","1","FRs2","0",257685
"1594","2","FRs2","0",85889
"1595","3","FRs2","0",133
"1596","4","FRs2","0",4603
"1597","5","FRs2","0",192307
"1598","6","FRs2","0",65
"1599","7","FRs2","0",618
"1600","NaN","FRs2","0",0
"1601","1","FRs20","0",26459
"1602","2","FRs20","0",17127
"1603","3","FRs20","0",3355
"1604","4","FRs20","0",8815
"1605","5","FRs20","0",58104
"1606","6","FRs20","0",29
"1607","7","FRs20","0",750
"1608","NaN","FRs20","0",0
"1609","1","FRs3","0",7863301
"1610","2","FRs3","0",87148
"1611","3","FRs3","0",8421
"1612","4","FRs3","0",6152
"1613","5","FRs3","0",68882
"1614","6","FRs3","0",570
"1615","7","FRs3","0",390
"1616","NaN","FRs3","0",0
"1617","1","FRs4","0",519680
"1618","2","FRs4","0",206685
"1619","3","FRs4","0",19024
"1620","4","FRs4","0",29617
"1621","5","FRs4","0",440238
"1622","6","FRs4","0",78
"1623","7","FRs4","0",1168
"1624","NaN","FRs4","0",0
"1625","1","FRs5","0",2997474
"1626","2","FRs5","0",81964
"1627","3","FRs5","0",1484
"1628","4","FRs5","0",2887
"1629","5","FRs5","0",6665
"1630","6","FRs5","0",267
"1631","7","FRs5","0",160
"1632","NaN","FRs5","0",0
"1633","1","FRs6","0",4520660
"1634","2","FRs6","0",395933
"1635","3","FRs6","0",7864
"1636","4","FRs6","0",18924
"1637","5","FRs6","0",288842
"1638","6","FRs6","0",1619
"1639","7","FRs6","0",163
"1640","NaN","FRs6","0",0
"1641","1","FRs7","0",3210855
"1642","2","FRs7","0",350980
"1643","3","FRs7","0",10681
"1644","4","FRs7","0",31405
"1645","5","FRs7","0",376727
"1646","6","FRs7","0",346
"1647","7","FRs7","0",2405
"1648","NaN","FRs7","0",0
"1649","1","FRs8","0",1512245
"1650","2","FRs8","0",353735
"1651","3","FRs8","0",15471
"1652","4","FRs8","0",41095
"1653","5","FRs8","0",612671
"1654","6","FRs8","0",3826
"1655","7","FRs8","0",26915
"1656","NaN","FRs8","0",0
"1657","1","FRs9","0",1070708
"1658","2","FRs9","0",979499
"1659","3","FRs9","0",40082
"1660","4","FRs9","0",322088
"1661","5","FRs9","0",9707239
"1662","6","FRs9","0",26097
"1663","7","FRs9","0",43752
"1664","NaN","FRs9","0",0
"1665","1","FS1","0",583803
"1666","2","FS1","0",142343
"1667","3","FS1","0",72
"1668","4","FS1","0",16506
"1669","5","FS1","0",134290
"1670","6","FS1","0",1753
"1671","7","FS1","0",264
"1672","NaN","FS1","0",0
"1673","1","FS10","0",722406
"1674","2","FS10","0",5424
"1675","3","FS10","0",42
"1676","4","FS10","0",36817
"1677","5","FS10","0",262
"1678","6","FS10","0",171
"1679","7","FS10","0",21
"1680","NaN","FS10","0",0
"1681","1","FS11","0",96504
"1682","2","FS11","0",79
"1683","3","FS11","0",0
"1684","4","FS11","0",294
"1685","5","FS11","0",7
"1686","6","FS11","0",0
"1687","7","FS11","0",0
"1688","NaN","FS11","0",0
"1689","1","FS12","0",181707
"1690","2","FS12","0",9137
"1691","3","FS12","0",39
"1692","4","FS12","0",58665
"1693","5","FS12","0",0
"1694","6","FS12","0",312
"1695","7","FS12","0",20
"1696","NaN","FS12","0",0
"1697","1","FS13","0",81653
"1698","2","FS13","0",1149
"1699","3","FS13","0",3
"1700","4","FS13","0",12168
"1701","5","FS13","0",2
"1702","6","FS13","0",0
"1703","7","FS13","0",2799
