"","nlc2022_7class","T_MAPCODE","sum","n"
"962","2","FFh7","0",45464
"963","3","FFh7","0",1694
"964","4","FFh7","0",10290
"965","5","FFh7","0",228989
"966","6","FFh7","0",8
"967","7","FFh7","0",2818
"968","NaN","FFh7","0",0
"969","1","FFh8","0",353288
"970","2","FFh8","0",56687
"971","3","FFh8","0",1024
"972","4","FFh8","0",1508
"973","5","FFh8","0",37091
"974","6","FFh8","0",16
"975","7","FFh8","0",3408
"976","NaN","FFh8","0",0
"977","1","FFh9","0",313810
"978","2","FFh9","0",98502
"979","3","FFh9","0",5883
"980","4","FFh9","0",92976
"981","5","FFh9","0",330829
"982","6","FFh9","0",180
"983","7","FFh9","0",175626
"984","NaN","FFh9","0",0
"985","1","FFl1","0",392918
"986","2","FFl1","0",14566
"987","3","FFl1","0",137
"988","4","FFl1","0",20264
"989","5","FFl1","0",27507
"990","6","FFl1","0",26
"991","7","FFl1","0",0
"992","NaN","FFl1","0",0
"993","1","FFl2","0",1274873
"994","2","FFl2","0",26566
"995","3","FFl2","0",390
"996","4","FFl2","0",10087
"997","5","FFl2","0",37855
"998","6","FFl2","0",2579
"999","7","FFl2","0",189
"1000","NaN","FFl2","0",0
"1001","1","FFl3","0",1465685
"1002","2","FFl3","0",85204
"1003","3","FFl3","0",6
"1004","4","FFl3","0",6236
"1005","5","FFl3","0",325039
"1006","6","FFl3","0",318
"1007","7","FFl3","0",971
"1008","NaN","FFl3","0",0
"1009","1","FFq1","0",122560
"1010","2","FFq1","0",0
"1011","3","FFq1","0",0
"1012","4","FFq1","0",0
"1013","5","FFq1","0",0
"1014","6","FFq1","0",0
"1015","7","FFq1","0",0
"1016","NaN","FFq1","0",0
"1017","1","FFq2","0",4038375
"1018","2","FFq2","0",41508
"1019","3","FFq2","0",1183
"1020","4","FFq2","0",1997
"1021","5","FFq2","0",26019
"1022","6","FFq2","0",54
"1023","7","FFq2","0",0
"1024","NaN","FFq2","0",0
"1025","1","FFq3","0",3123414
"1026","2","FFq3","0",31227
"1027","3","FFq3","0",519
"1028","4","FFq3","0",1408
"1029","5","FFq3","0",12009
"1030","6","FFq3","0",412
"1031","7","FFq3","0",8
"1032","NaN","FFq3","0",0
"1033","1","FFq4","0",227623
"1034","2","FFq4","0",5737
"1035","3","FFq4","0",745
"1036","4","FFq4","0",1976
"1037","5","FFq4","0",7421
"1038","6","FFq4","0",350
"1039","7","FFq4","0",15
"1040","NaN","FFq4","0",0
"1041","1","FFq5","0",967201
"1042","2","FFq5","0",913
"1043","3","FFq5","0",58
"1044","4","FFq5","0",210
"1045","5","FFq5","0",33
"1046","6","FFq5","0",0
"1047","7","FFq5","0",0
"1048","NaN","FFq5","0",0
"1049","1","FFq6","0",1514520
"1050","2","FFq6","0",14496
"1051","3","FFq6","0",220
"1052","4","FFq6","0",2076
"1053","5","FFq6","0",9437
"1054","6","FFq6","0",158
"1055","7","FFq6","0",5274
"1056","NaN","FFq6","0",0
"1057","1","FFs1","0",1869372
"1058","2","FFs1","0",146578
"1059","3","FFs1","0",533
"1060","4","FFs1","0",2947
"1061","5","FFs1","0",368135
"1062","6","FFs1","0",6
"1063","7","FFs1","0",823
"1064","NaN","FFs1","0",0
"1065","1","FFs10","0",2296301
"1066","2","FFs10","0",42186
"1067","3","FFs10","0",4951
"1068","4","FFs10","0",6184
"1069","5","FFs10","0",21216
"1070","6","FFs10","0",169
"1071","7","FFs10","0",21420
"1072","NaN","FFs10","0",0
"1073","1","FFs11","0",1817362
"1074","2","FFs11","0",161685
"1075","3","FFs11","0",17146
"1076","4","FFs11","0",25482
"1077","5","FFs11","0",54790
"1078","6","FFs11","0",588
"1079","7","FFs11","0",74013
"1080","NaN","FFs11","0",0
"1081","1","FFs12","0",2177099
"1082","2","FFs12","0",129906
"1083","3","FFs12","0",951
"1084","4","FFs12","0",27825
"1085","5","FFs12","0",115227
"1086","6","FFs12","0",936
"1087","7","FFs12","0",6715
"1088","NaN","FFs12","0",0
"1089","1","FFs13","0",1229241
"1090","2","FFs13","0",11195
"1091","3","FFs13","0",223
"1092","4","FFs13","0",548
"1093","5","FFs13","0",14029
"1094","6","FFs13","0",222
"1095","7","FFs13","0",9
"1096","NaN","FFs13","0",0
"1097","1","FFs14","0",711967
"1098","2","FFs14","0",16576
"1099","3","FFs14","0",809
"1100","4","FFs14","0",1052
"1101","5","FFs14","0",24250
"1102","6","FFs14","0",575
"1103","7","FFs14","0",18040
"1104","NaN","FFs14","0",0
"1105","1","FFs15","0",2215091
"1106","2","FFs15","0",83201
"1107","3","FFs15","0",1502
"1108","4","FFs15","0",8942
"1109","5","FFs15","0",112475
"1110","6","FFs15","0",575
"1111","7","FFs15","0",2279
"1112","NaN","FFs15","0",0
"1113","1","FFs16","0",2527702
"1114","2","FFs16","0",25450
"1115","3","FFs16","0",349
"1116","4","FFs16","0",2003
"1117","5","FFs16","0",16802
"1118","6","FFs16","0",37
"1119","7","FFs16","0",32690
"1120","NaN","FFs16","0",0
"1121","1","FFs17","0",227565
"1122","2","FFs17","0",7681
"1123","3","FFs17","0",115
"1124","4","FFs17","0",962
"1125","5","FFs17","0",5587
"1126","6","FFs17","0",199
"1127","7","FFs17","0",943
"1128","NaN","FFs17","0",0
"1129","1","FFs18","0",1585078
"1130","2","FFs18","0",127848
"1131","3","FFs18","0",1520
"1132","4","FFs18","0",3820
"1133","5","FFs18","0",200240
"1134","6","FFs18","0",35
"1135","7","FFs18","0",7427
"1136","NaN","FFs18","0",0
"1137","1","FFs19","0",1881525
"1138","2","FFs19","0",226915
"1139","3","FFs19","0",1664
"1140","4","FFs19","0",38973
"1141","5","FFs19","0",185940
"1142","6","FFs19","0",581
"1143","7","FFs19","0",559420
"1144","NaN","FFs19","0",0
"1145","1","FFs2","0",2226519
"1146","2","FFs2","0",237378
"1147","3","FFs2","0",3831
"1148","4","FFs2","0",15452
"1149","5","FFs2","0",738960
"1150","6","FFs2","0",443
"1151","7","FFs2","0",2395
"1152","NaN","FFs2","0",0
"1153","1","FFs20","0",3194091
"1154","2","FFs20","0",232147
"1155","3","FFs20","0",16466
"1156","4","FFs20","0",59097
"1157","5","FFs20","0",980168
"1158","6","FFs20","0",132
"1159","7","FFs20","0",447192
"1160","NaN","FFs20","0",0
"1161","1","FFs21","0",794185
"1162","2","FFs21","0",361
"1163","3","FFs21","0",72
"1164","4","FFs21","0",62
"1165","5","FFs21","0",256
"1166","6","FFs21","0",0
"1167","7","FFs21","0",0
"1168","NaN","FFs21","0",0
"1169","1","FFs22","0",961936
"1170","2","FFs22","0",6272
"1171","3","FFs22","0",10
"1172","4","FFs22","0",166
"1173","5","FFs22","0",890
"1174","6","FFs22","0",0
"1175","7","FFs22","0",3
"1176","NaN","FFs22","0",0
"1177","1","FFs23","0",2111006
"1178","2","FFs23","0",8894
"1179","3","FFs23","0",415
"1180","4","FFs23","0",904
"1181","5","FFs23","0",4553
"1182","6","FFs23","0",10
"1183","7","FFs23","0",0
"1184","NaN","FFs23","0",0
"1185","1","FFs24","0",2685655
"1186","2","FFs24","0",2899
"1187","3","FFs24","0",572
"1188","4","FFs24","0",1047
"1189","5","FFs24","0",1571
"1190","6","FFs24","0",14
"1191","7","FFs24","0",156
"1192","NaN","FFs24","0",0
"1193","1","FFs25","0",827184
"1194","2","FFs25","0",3747
"1195","3","FFs25","0",67
"1196","4","FFs25","0",152
"1197","5","FFs25","0",183
"1198","6","FFs25","0",0
"1199","7","FFs25","0",0
"1200","NaN","FFs25","0",0
"1201","1","FFs26","0",709034
"1202","2","FFs26","0",14505
"1203","3","FFs26","0",132
"1204","4","FFs26","0",429
"1205","5","FFs26","0",27308
"1206","6","FFs26","0",0
"1207","7","FFs26","0",132
"1208","NaN","FFs26","0",0
"1209","1","FFs27","0",5311893
"1210","2","FFs27","0",181507
"1211","3","FFs27","0",617
"1212","4","FFs27","0",6034
"1213","5","FFs27","0",174771
"1214","6","FFs27","0",155
"1215","7","FFs27","0",241583
"1216","NaN","FFs27","0",0
"1217","1","FFs28","0",9053196
"1218","2","FFs28","0",300051
"1219","3","FFs28","0",3735
"1220","4","FFs28","0",61269
"1221","5","FFs28","0",464489
"1222","6","FFs28","0",395
"1223","7","FFs28","0",43757
"1224","NaN","FFs28","0",0
"1225","1","FFs29","0",266691
"1226","2","FFs29","0",60468
"1227","3","FFs29","0",338
"1228","4","FFs29","0",317298
"1229","5","FFs29","0",91396
"1230","6","FFs29","0",1381
"1231","7","FFs29","0",6041
"1232","NaN","FFs29","0",0
"1233","1","FFs3","0",1142104
"1234","2","FFs3","0",37513
"1235","3","FFs3","0",188
"1236","4","FFs3","0",1300
"1237","5","FFs3","0",29735
"1238","6","FFs3","0",0
"1239","7","FFs3","0",684
"1240","NaN","FFs3","0",0
"1241","1","FFs30","0",93698
"1242","2","FFs30","0",26
"1243","3","FFs30","0",13
"1244","4","FFs30","0",73
"1245","5","FFs30","0",0
"1246","6","FFs30","0",0
"1247","7","FFs30","0",0
"1248","NaN","FFs30","0",0
"1249","1","FFs31","0",126751
"1250","2","FFs31","0",99
"1251","3","FFs31","0",1
"1252","4","FFs31","0",12
"1253","5","FFs31","0",0
"1254","6","FFs31","0",0
"1255","7","FFs31","0",0
"1256","NaN","FFs31","0",0
"1257","1","FFs32","0",866534
"1258","2","FFs32","0",124772
"1259","3","FFs32","0",71
"1260","4","FFs32","0",915
"1261","5","FFs32","0",356462
"1262","6","FFs32","0",0
"1263","7","FFs32","0",10
"1264","NaN","FFs32","0",0
"1265","1","FFs4","0",5490001
"1266","2","FFs4","0",239903
"1267","3","FFs4","0",7056
"1268","4","FFs4","0",9986
"1269","5","FFs4","0",453757
"1270","6","FFs4","0",290
"1271","7","FFs4","0",5050
"1272","NaN","FFs4","0",0
"1273","1","FFs5","0",2585248
"1274","2","FFs5","0",98816
"1275","3","FFs5","0",11863
"1276","4","FFs5","0",4839
"1277","5","FFs5","0",85376
"1278","6","FFs5","0",253
"1279","7","FFs5","0",5579
"1280","NaN","FFs5","0",0
"1281","1","FFs6","0",893850
"1282","2","FFs6","0",40510
"1283","3","FFs6","0",1494
"1284","4","FFs6","0",5589
"1285","5","FFs6","0",73825
"1286","6","FFs6","0",402
"1287","7","FFs6","0",2070
"1288","NaN","FFs6","0",0
"1289","1","FFs7","0",915807
"1290","2","FFs7","0",12642
"1291","3","FFs7","0",4644
"1292","4","FFs7","0",1152
"1293","5","FFs7","0",36775
"1294","6","FFs7","0",40
"1295","7","FFs7","0",1060
"1296","NaN","FFs7","0",0
"1297","1","FFs8","0",767420
"1298","2","FFs8","0",2839
"1299","3","FFs8","0",417
"1300","4","FFs8","0",1027
"1301","5","FFs8","0",4880
"1302","6","FFs8","0",56
"1303","7","FFs8","0",68
"1304","NaN","FFs8","0",0
"1305","1","FFs9","0",505347
"1306","2","FFs9","0",12467
"1307","3","FFs9","0",869
"1308","4","FFs9","0",18481
"1309","5","FFs9","0",374
"1310","6","FFs9","0",23
"1311","7","FFs9","0",6607
"1312","NaN","FFs9","0",0
"1313","1","FFt1","0",979300
"1314","2","FFt1","0",8639
"1315","3","FFt1","0",231
"1316","4","FFt1","0",501
"1317","5","FFt1","0",13063
"1318","6","FFt1","0",4
"1319","7","FFt1","0",56
"1320","NaN","FFt1","0",0
"1321","1","FFt2","0",405988
"1322","2","FFt2","0",18836
"1323","3","FFt2","0",83
"1324","4","FFt2","0",5636
"1325","5","FFt2","0",47202
"1326","6","FFt2","0",57
"1327","7","FFt2","0",51
"1328","NaN","FFt2","0",0
"1329","1","FOa1","0",330097
"1330","2","FOa1","0",25355
"1331","3","FOa1","0",1558
"1332","4","FOa1","0",527
"1333","5","FOa1","0",79330
"1334","6","FOa1","0",0
"1335","7","FOa1","0",16
"1336","NaN","FOa1","0",0
"1337","1","FOa2","0",179758
"1338","2","FOa2","0",51584
"1339","3","FOa2","0",192
"1340","4","FOa2","0",3442
"1341","5","FOa2","0",11005
"1342","6","FOa2","0",36
"1343","7","FOa2","0",2019
"1344","NaN","FOa2","0",0
"1345","1","FOa3","0",51187
"1346","2","FOa3","0",3188
"1347","3","FOa3","0",308
"1348","4","FOa3","0",4491
"1349","5","FOa3","0",66
"1350","6","FOa3","0",67
"1351","7","FOa3","0",3
"1352","NaN","FOa3","0",0
"1353","1","FOz1","0",1550936
"1354","2","FOz1","0",330970
"1355","3","FOz1","0",198
"1356","4","FOz1","0",2875
"1357","5","FOz1","0",30635
"1358","6","FOz1","0",2
"1359","7","FOz1","0",15057
"1360","NaN","FOz1","0",0
"1361","1","FOz2","0",442469
"1362","2","FOz2","0",70373
"1363","3","FOz2","0",23
"1364","4","FOz2","0",319
"1365","5","FOz2","0",115
"1366","6","FOz2","0",1
"1367","7","FOz2","0",6266
"1368","NaN","FOz2","0",0
"1369","1","FOz3","0",2188804
"1370","2","FOz3","0",419561
"1371","3","FOz3","0",77
"1372","4","FOz3","0",1423
"1373","5","FOz3","0",1129
"1374","6","FOz3","0",2
"1375","7","FOz3","0",14545
"1376","NaN","FOz3","0",0
"1377","1","FOz4","0",716224
"1378","2","FOz4","0",229484
"1379","3","FOz4","0",35
"1380","4","FOz4","0",53
"1381","5","FOz4","0",1122
"1382","6","FOz4","0",0
"1383","7","FOz4","0",15376
"1384","NaN","FOz4","0",0
"1385","1","FOz5","0",2340228
"1386","2","FOz5","0",160627
"1387","3","FOz5","0",334
"1388","4","FOz5","0",5678
"1389","5","FOz5","0",33744
"1390","6","FOz5","0",310
"1391","7","FOz5","0",3893
"1392","NaN","FOz5","0",58
"1393","1","FOz6","0",375786
"1394","2","FOz6","0",32632
"1395","3","FOz6","0",0
"1396","4","FOz6","0",460
"1397","5","FOz6","0",52629
"1398","6","FOz6","0",0
"1399","7","FOz6","0",29
"1400","NaN","FOz6","0",0
"1401","1","FOz7","0",1275739
"1402","2","FOz7","0",304900
"1403","3","FOz7","0",1832
"1404","4","FOz7","0",52381
"1405","5","FOz7","0",17817
"1406","6","FOz7","0",20678
"1407","7","FOz7","0",10389
"1408","NaN","FOz7","0",173
"1409","1","FOz8","0",609551
"1410","2","FOz8","0",40219
"1411","3","FOz8","0",435
"1412","4","FOz8","0",5907
"1413","5","FOz8","0",6319
"1414","6","FOz8","0",0
"1415","7","FOz8","0",105
"1416","NaN","FOz8","0",0
"1417","1","FOz9","0",203151
"1418","2","FOz9","0",288
"1419","3","FOz9","0",5
"1420","4","FOz9","0",1
"1421","5","FOz9","0",667
"1422","6","FOz9","0",0
"1423","7","FOz9","0",0
"1424","NaN","FOz9","0",0
"1425","1","FRa1","0",383720
"1426","2","FRa1","0",191406
"1427","3","FRa1","0",19761
"1428","4","FRa1","0",73642
"1429","5","FRa1","0",504451
"1430","6","FRa1","0",624
"1431","7","FRa1","0",1808
"1432","NaN","FRa1","0",0
"1433","1","FRa2","0",77131
"1434","2","FRa2","0",15348
"1435","3","FRa2","0",167
"1436","4","FRa2","0",3667
"1437","5","FRa2","0",44521
"1438","6","FRa2","0",0
"1439","7","FRa2","0",188
"1440","NaN","FRa2","0",0
"1441","1","FRc1","0",28521
"1442","2","FRc1","0",29779
"1443","3","FRc1","0",663
"1444","4","FRc1","0",5904
"1445","5","FRc1","0",179544
"1446","6","FRc1","0",530
"1447","7","FRc1","0",1005
"1448","NaN","FRc1","0",0
"1449","1","FRc2","0",65703
"1450","2","FRc2","0",50990
"1451","3","FRc2","0",428
"1452","4","FRc2","0",6086
"1453","5","FRc2","0",385933
"1454","6","FRc2","0",868
"1455","7","FRc2","0",1188
"1456","NaN","FRc2","0",0
"1457","1","FRd1","0",485382
"1458","2","FRd1","0",26115
"1459","3","FRd1","0",1601
"1460","4","FRd1","0",864
"1461","5","FRd1","0",25286
"1462","6","FRd1","0",46
"1463","7","FRd1","0",225
"1464","NaN","FRd1","0",0
"1465","1","FRd2","0",1409416
"1466","2","FRd2","0",16834
"1467","3","FRd2","0",689
"1468","4","FRd2","0",665
"1469","5","FRd2","0",14293
"1470","6","FRd2","0",14
"1471","7","FRd2","0",0
"1472","NaN","FRd2","0",0
"1473","1","FRg1","0",623667
"1474","2","FRg1","0",46077
"1475","3","FRg1","0",105
"1476","4","FRg1","0",1489
"1477","5","FRg1","0",83369
"1478","6","FRg1","0",35
"1479","7","FRg1","0",0
"1480","NaN","FRg1","0",0
"1481","1","FRg2","0",289678
"1482","2","FRg2","0",303688
"1483","3","FRg2","0",12130
"1484","4","FRg2","0",123063
"1485","5","FRg2","0",1488859
"1486","6","FRg2","0",2108
"1487","7","FRg2","0",14229
"1488","NaN","FRg2","0",0
"1489","1","FRg3","0",46134
"1490","2","FRg3","0",481
"1491","3","FRg3","0",0
"1492","4","FRg3","0",16
"1493","5","FRg3","0",304
"1494","6","FRg3","0",0
"1495","7","FRg3","0",7
"1496","NaN","FRg3","0",0
"1497","1","FRl1","0",1053853
"1498","2","FRl1","0",66421
"1499","3","FRl1","0",3518
"1500","4","FRl1","0",4800
"1501","5","FRl1","0",93321
"1502","6","FRl1","0",42
"1503","7","FRl1","0",249
"1504","NaN","FRl1","0",0
"1505","1","FRs1","0",438217
"1506","2","FRs1","0",14703
"1507","3","FRs1","0",46
"1508","4","FRs1","0",272
"1509","5","FRs1","0",10225
"1510","6","FRs1","0",0
"1511","7","FRs1","0",52
"1512","NaN","FRs1","0",0
"1513","1","FRs10","0",6191
"1514","2","FRs10","0",5670
"1515","3","FRs10","0",109
"1516","4","FRs10","0",49758
"1517","5","FRs10","0",0
"1518","6","FRs10","0",0
"1519","7","FRs10","0",1166
"1520","NaN","FRs10","0",0
"1521","1","FRs11","0",330826
"1522","2","FRs11","0",231209
"1523","3","FRs11","0",60285
"1524","4","FRs11","0",34917
"1525","5","FRs11","0",2245473
"1526","6","FRs11","0",375
"1527","7","FRs11","0",11036
"1528","NaN","FRs11","0",0
"1529","1","FRs12","0",442538
"1530","2","FRs12","0",315361
"1531","3","FRs12","0",3993
"1532","4","FRs12","0",39532
"1533","5","FRs12","0",4198957
"1534","6","FRs12","0",557
"1535","7","FRs12","0",9476
"1536","NaN","FRs12","0",0
"1537","1","FRs13","0",871923
"1538","2","FRs13","0",560896
"1539","3","FRs13","0",2908
"1540","4","FRs13","0",44291
"1541","5","FRs13","0",5246290
"1542","6","FRs13","0",3327
"1543","7","FRs13","0",6412
"1544","NaN","FRs13","0",0
"1545","1","FRs14","0",660408
"1546","2","FRs14","0",208797
"1547","3","FRs14","0",1368
"1548","4","FRs14","0",20588
"1549","5","FRs14","0",1088861
"1550","6","FRs14","0",2315
"1551","7","FRs14","0",256
"1552","NaN","FRs14","0",0
"1553","1","FRs15","0",658520
"1554","2","FRs15","0",15455
"1555","3","FRs15","0",542
"1556","4","FRs15","0",1632
"1557","5","FRs15","0",12043
"1558","6","FRs15","0",0
"1559","7","FRs15","0",250
"1560","NaN","FRs15","0",0
"1561","1","FRs16","0",2735597
"1562","2","FRs16","0",165091
"1563","3","FRs16","0",3342
"1564","4","FRs16","0",13923
"1565","5","FRs16","0",425673
"1566","6","FRs16","0",269
"1567","7","FRs16","0",60
"1568","NaN","FRs16","0",0
"1569","1","FRs17","0",137819
"1570","2","FRs17","0",65550
"1571","3","FRs17","0",6006
"1572","4","FRs17","0",17351
"1573","5","FRs17","0",255548
"1574","6","FRs17","0",131
"1575","7","FRs17","0",4282
"1576","NaN","FRs17","0",0
"1577","1","FRs18","0",296686
"1578","2","FRs18","0",44
"1579","3","FRs18","0",1
"1580","4","FRs18","0",4
"1581","5","FRs18","0",66
"1582","6","FRs18","0",0
"1583","7","FRs18","0",0
"1584","NaN","FRs18","0",0
"1585","1","FRs19","0",354847
"1586","2","FRs19","0",80877
"1587","3","FRs19","0",5617
"1588","4","FRs19","0",29217
"1589","5","FRs19","0",420001
"1590","6","FRs19","0",1888
"1591","7","FRs19","0",9
"1592","NaN","FRs19","0",0
"1593","1","FRs2","0",256567
"1594","2","FRs2","0",85365
"1595","3","FRs2","0",133
"1596","4","FRs2","0",4578
"1597","5","FRs2","0",192283
"1598","6","FRs2","0",65
"1599","7","FRs2","0",572
"1600","NaN","FRs2","0",0
"1601","1","FRs20","0",25981
"1602","2","FRs20","0",16946
"1603","3","FRs20","0",3353
"1604","4","FRs20","0",8812
"1605","5","FRs20","0",58086
"1606","6","FRs20","0",29
"1607","7","FRs20","0",739
"1608","NaN","FRs20","0",0
"1609","1","FRs3","0",7854569
"1610","2","FRs3","0",86726
"1611","3","FRs3","0",8395
"1612","4","FRs3","0",6116
"1613","5","FRs3","0",68849
"1614","6","FRs3","0",570
"1615","7","FRs3","0",390
"1616","NaN","FRs3","0",0
"1617","1","FRs4","0",510651
"1618","2","FRs4","0",203516
"1619","3","FRs4","0",18918
"1620","4","FRs4","0",29223
"1621","5","FRs4","0",439566
"1622","6","FRs4","0",78
"1623","7","FRs4","0",828
"1624","NaN","FRs4","0",0
"1625","1","FRs5","0",2995371
"1626","2","FRs5","0",81133
"1627","3","FRs5","0",1459
"1628","4","FRs5","0",2866
"1629","5","FRs5","0",6598
"1630","6","FRs5","0",267
"1631","7","FRs5","0",94
"1632","NaN","FRs5","0",0
"1633","1","FRs6","0",4514866
"1634","2","FRs6","0",394828
"1635","3","FRs6","0",7851
"1636","4","FRs6","0",18888
"1637","5","FRs6","0",288794
"1638","6","FRs6","0",1619
"1639","7","FRs6","0",163
"1640","NaN","FRs6","0",0
"1641","1","FRs7","0",3203058
"1642","2","FRs7","0",349086
"1643","3","FRs7","0",10654
"1644","4","FRs7","0",31314
"1645","5","FRs7","0",376419
"1646","6","FRs7","0",346
"1647","7","FRs7","0",2238
"1648","NaN","FRs7","0",0
"1649","1","FRs8","0",1501650
"1650","2","FRs8","0",345014
"1651","3","FRs8","0",15426
"1652","4","FRs8","0",40555
"1653","5","FRs8","0",612489
"1654","6","FRs8","0",3816
"1655","7","FRs8","0",23044
"1656","NaN","FRs8","0",0
"1657","1","FRs9","0",1018999
"1658","2","FRs9","0",956747
"1659","3","FRs9","0",39498
"1660","4","FRs9","0",320639
"1661","5","FRs9","0",9704338
"1662","6","FRs9","0",26009
"1663","7","FRs9","0",34165
"1664","NaN","FRs9","0",0
"1665","1","FS1","0",515604
"1666","2","FS1","0",140012
"1667","3","FS1","0",71
"1668","4","FS1","0",16204
"1669","5","FS1","0",134160
"1670","6","FS1","0",1749
"1671","7","FS1","0",207
"1672","NaN","FS1","0",0
"1673","1","FS10","0",406335
"1674","2","FS10","0",2477
"1675","3","FS10","0",30
"1676","4","FS10","0",35375
"1677","5","FS10","0",249
"1678","6","FS10","0",154
"1679","7","FS10","0",1
"1680","NaN","FS10","0",0
"1681","1","FS11","0",88496
"1682","2","FS11","0",79
"1683","3","FS11","0",0
"1684","4","FS11","0",289
"1685","5","FS11","0",7
"1686","6","FS11","0",0
"1687","7","FS11","0",0
"1688","NaN","FS11","0",0
"1689","1","FS12","0",112493
"1690","2","FS12","0",7440
"1691","3","FS12","0",35
"1692","4","FS12","0",57784
"1693","5","FS12","0",0
"1694","6","FS12","0",312
"1695","7","FS12","0",2
"1696","NaN","FS12","0",0
"1697","1","FS13","0",72108
"1698","2","FS13","0",978
"1699","3","FS13","0",3
"1700","4","FS13","0",12110
"1701","5","FS13","0",2
"1702","6","FS13","0",0
"1703","7","FS13","0",2408
"1704","NaN","FS13","0",0
