"","LC","T_MAPCODE","n","km2","um"
"1993",2,"Gs14",1475831,590.3324,99
"1994",3,"Gs14",15473,6.1892,99
"1995",4,"Gs14",2331554,932.6216,99
"1996",5,"Gs14",3552100,1420.84,99
"1997",6,"Gs14",6713,2.6852,99
"1998",7,"Gs14",482862,193.1448,99
"1999",1,"Gs15",9270035,3708.014,99
"2000",2,"Gs15",1363883,545.5532,99
"2001",3,"Gs15",132207,52.8828,99
"2002",4,"Gs15",1242480,496.992,99
"2003",5,"Gs15",3244296,1297.7184,99
"2004",6,"Gs15",3530,1.412,99
"2005",7,"Gs15",86723,34.6892,99
"2006",1,"Gs16",7450550,2980.22,99
"2007",2,"Gs16",358894,143.5576,99
"2008",3,"Gs16",37922,15.1688,99
"2009",4,"Gs16",471335,188.534,99
"2010",5,"Gs16",678687,271.4748,99
"2011",6,"Gs16",3889,1.5556,99
"2012",7,"Gs16",14459,5.7836,99
"2013",1,"Gs17",10426997,4170.7988,99
"2014",2,"Gs17",55019,22.0076,99
"2015",3,"Gs17",11008,4.4032,99
"2016",4,"Gs17",36675,14.67,99
"2017",5,"Gs17",71818,28.7272,99
"2018",6,"Gs17",1647,0.6588,99
"2019",7,"Gs17",2305,0.922,99
"2020",1,"Gs18",3518479,1407.3916,99
"2021",2,"Gs18",28095,11.238,99
"2022",3,"Gs18",2594,1.0376,99
"2023",4,"Gs18",10071,4.0284,99
"2024",5,"Gs18",23881,9.5524,99
"2025",6,"Gs18",206,0.0824,99
"2026",7,"Gs18",1504,0.6016,99
"2027",1,"Gs19",2821464,1128.5856,99
"2028",2,"Gs19",1168420,467.368,99
"2029",3,"Gs19",11105,4.442,99
"2030",4,"Gs19",888182,355.2728,99
"2031",5,"Gs19",1210295,484.118,99
"2032",6,"Gs19",1804,0.7216,99
"2033",7,"Gs19",263995,105.598,99
"2034",1,"Gs2",3107057,1242.8228,99
"2035",2,"Gs2",206783,82.7132,99
"2036",3,"Gs2",1266,0.5064,99
"2037",4,"Gs2",125532,50.2128,99
"2038",5,"Gs2",277710,111.084,99
"2039",6,"Gs2",276,0.1104,99
"2040",7,"Gs2",145104,58.0416,99
"2041",1,"Gs20",5501220,2200.488,99
"2042",2,"Gs20",2422315,968.926,99
"2043",3,"Gs20",12684,5.0736,99
"2044",4,"Gs20",2756918,1102.7672,99
"2045",5,"Gs20",2512124,1004.8496,99
"2046",6,"Gs20",1171,0.4684,99
"2047",7,"Gs20",1366015,546.406,99
"2048",1,"Gs3",3909728,1563.8912,99
"2049",2,"Gs3",190562,76.2248,99
"2050",3,"Gs3",17636,7.0544,99
"2051",4,"Gs3",43274,17.3096,99
"2052",5,"Gs3",72233,28.8932,99
"2053",6,"Gs3",76,0.0304,99
"2054",7,"Gs3",122186,48.8744,99
"2055",1,"Gs4",10607325,4242.93,99
"2056",2,"Gs4",2605682,1042.2728,99
"2057",3,"Gs4",267222,106.8888,99
"2058",4,"Gs4",1288405,515.362,99
"2059",5,"Gs4",3240981,1296.3924,99
"2060",6,"Gs4",28170,11.268,99
"2061",7,"Gs4",563280,225.312,99
"2062",1,"Gs6",8259031,3303.6124,99
"2063",2,"Gs6",2076783,830.7132,99
"2064",3,"Gs6",103868,41.5472,99
"2065",4,"Gs6",766060,306.424,99
"2066",5,"Gs6",1739061,695.6244,99
"2067",6,"Gs6",22925,9.17,99
"2068",7,"Gs6",100943,40.3772,99
"2069",1,"Gs7",5916712,2366.6848,99
"2070",2,"Gs7",2342746,937.0984,99
"2071",3,"Gs7",45215,18.086,99
"2072",4,"Gs7",1111356,444.5424,99
"2073",5,"Gs7",2184054,873.6216,99
"2074",6,"Gs7",13327,5.3308,99
"2075",7,"Gs7",20607,8.2428,99
"2076",1,"Gs8",3433611,1373.4444,99
"2077",2,"Gs8",618385,247.354,99
"2078",3,"Gs8",73851,29.5404,99
"2079",4,"Gs8",113681,45.4724,99
"2080",5,"Gs8",1069747,427.8988,99
"2081",6,"Gs8",814,0.3256,99
"2082",7,"Gs8",535613,214.2452,99
"2083",1,"Gs9",4287922,1715.1688,99
"2084",2,"Gs9",1651187,660.4748,99
"2085",3,"Gs9",31992,12.7968,99
"2086",4,"Gs9",1413428,565.3712,99
"2087",5,"Gs9",2010064,804.0256,99
"2088",6,"Gs9",1326,0.5304,99
"2089",7,"Gs9",4984227,1993.6908,99
"2090",1,"NKb1",11593583,4637.4332,99
"2091",2,"NKb1",15853,6.3412,99
"2092",3,"NKb1",1166,0.4664,99
"2093",4,"NKb1",9436,3.7744,99
"2094",5,"NKb1",53577,21.4308,99
"2095",6,"NKb1",4311,1.7244,99
"2096",7,"NKb1",84,0.0336,99
"2097",1,"NKb2",1503480,601.392,99
"2098",2,"NKb2",729,0.2916,99
"2099",3,"NKb2",51,0.0204,99
"2100",4,"NKb2",2621,1.0484,99
"2101",5,"NKb2",11587,4.6348,99
"2102",6,"NKb2",252,0.1008,99
"2103",1,"NKb3",102299989,40919.9956,99
"2104",2,"NKb3",196609,78.6436,99
"2105",3,"NKb3",19461,7.7844,99
"2106",4,"NKb3",346108,138.4432,99
"2107",5,"NKb3",228252,91.3008,99
"2108",6,"NKb3",40606,16.2424,99
"2109",7,"NKb3",2215,0.886,99
"2110",1,"NKb4",6675798,2670.3192,99
"2111",2,"NKb4",7133,2.8532,99
"2112",3,"NKb4",21,0.0084,99
"2113",4,"NKb4",3691,1.4764,99
"2114",5,"NKb4",601,0.2404,99
"2115",6,"NKb4",5756,2.3024,99
"2116",1,"NKb5",21358831,8543.5324,99
"2117",2,"NKb5",63579,25.4316,99
"2118",3,"NKb5",14348,5.7392,99
"2119",4,"NKb5",121741,48.6964,99
"2120",5,"NKb5",26266,10.5064,99
"2121",6,"NKb5",12206,4.8824,99
"2122",7,"NKb5",110,0.044,99
"2123",1,"NKb6",102274928,40909.9712,99
"2124",2,"NKb6",377510,151.004,99
"2125",3,"NKb6",76467,30.5868,99
"2126",4,"NKb6",206604,82.6416,99
"2127",5,"NKb6",113775,45.51,99
"2128",6,"NKb6",76682,30.6728,99
"2129",7,"NKb6",705,0.282,99
"2130",1,"NKl1",50186841,20074.7364,99
"2131",2,"NKl1",130203,52.0812,99
"2132",3,"NKl1",34916,13.9664,99
"2133",4,"NKl1",104419,41.7676,99
"2134",5,"NKl1",49664,19.8656,99
"2135",6,"NKl1",6635,2.654,99
"2136",7,"NKl1",2185,0.874,99
"2137",1,"NKl2",20410727,8164.2908,99
"2138",2,"NKl2",146802,58.7208,99
"2139",3,"NKl2",47276,18.9104,99
"2140",4,"NKl2",76480,30.592,99
"2141",5,"NKl2",113871,45.5484,99
"2142",6,"NKl2",7595,3.038,99
"2143",7,"NKl2",657,0.2628,99
"2144",1,"NKl4",1708032,683.2128,99
"2145",2,"NKl4",26819,10.7276,99
"2146",3,"NKl4",2547,1.0188,99
"2147",4,"NKl4",7047,2.8188,99
"2148",5,"NKl4",111531,44.6124,99
"2149",6,"NKl4",70,0.028,99
"2150",7,"NKl4",687,0.2748,99
"2151",1,"NKu1",42412552,16965.0208,99
"2152",2,"NKu1",259424,103.7696,99
"2153",3,"NKu1",59837,23.9348,99
"2154",4,"NKu1",60288,24.1152,99
"2155",5,"NKu1",70087,28.0348,99
"2156",6,"NKu1",9499,3.7996,99
"2157",7,"NKu1",2252,0.9008,99
"2158",1,"NKu2",29265902,11706.3608,99
"2159",2,"NKu2",34850,13.94,99
"2160",3,"NKu2",7590,3.036,99
"2161",4,"NKu2",17391,6.9564,99
"2162",5,"NKu2",7227,2.8908,99
"2163",6,"NKu2",2093,0.8372,99
"2164",7,"NKu2",636,0.2544,99
"2165",1,"NKu3",100010599,40004.2396,99
"2166",2,"NKu3",1765059,706.0236,99
"2167",3,"NKu3",136305,54.522,99
"2168",4,"NKu3",266628,106.6512,99
"2169",5,"NKu3",3328990,1331.596,99
"2170",6,"NKu3",115342,46.1368,99
"2171",7,"NKu3",61395,24.558,99
"2172",1,"NKu4",120210613,48084.2452,99
"2173",2,"NKu4",1855687,742.2748,99
"2174",3,"NKu4",835646,334.2584,99
"2175",4,"NKu4",211518,84.6072,99
"2176",5,"NKu4",1422911,569.1644,99
"2177",6,"NKu4",6915,2.766,99
"2178",7,"NKu4",42796,17.1184,99
"2179",1,"SKk1",4167125,1666.85,99
"2180",2,"SKk1",6335,2.534,99
"2181",3,"SKk1",16,0.0064,99
"2182",4,"SKk1",6944,2.7776,99
"2183",5,"SKk1",93,0.0372,99
"2184",6,"SKk1",3922,1.5688,99
"2185",1,"SKk2",322887,129.1548,99
"2186",2,"SKk2",1067,0.4268,99
"2187",4,"SKk2",418,0.1672,99
"2188",6,"SKk2",392,0.1568,99
"2189",1,"SKk3",3247074,1298.8296,99
"2190",2,"SKk3",17600,7.04,99
"2191",3,"SKk3",621,0.2484,99
"2192",4,"SKk3",7443,2.9772,99
"2193",5,"SKk3",19842,7.9368,99
"2194",6,"SKk3",9422,3.7688,99
"2195",7,"SKk3",213,0.0852,99
"2196",1,"SKk4",2448431,979.3724,99
"2197",2,"SKk4",5209,2.0836,99
"2198",3,"SKk4",232,0.0928,99
"2199",4,"SKk4",3502,1.4008,99
"2200",5,"SKk4",1097,0.4388,99
"2201",6,"SKk4",335,0.134,99
"2202",7,"SKk4",64,0.0256,99
"2203",1,"SKk5",2072942,829.1768,99
"2204",2,"SKk5",82368,32.9472,99
"2205",3,"SKk5",1848,0.7392,99
"2206",4,"SKk5",27877,11.1508,99
"2207",5,"SKk5",264073,105.6292,99
"2208",6,"SKk5",21023,8.4092,99
"2209",7,"SKk5",1194,0.4776,99
"2210",1,"SKk6",142580,57.032,99
"2211",2,"SKk6",1390,0.556,99
"2212",3,"SKk6",67,0.0268,99
"2213",4,"SKk6",567,0.2268,99
"2214",5,"SKk6",1990,0.796,99
"2215",6,"SKk6",2946,1.1784,99
"2216",7,"SKk6",26,0.0104,99
"2217",1,"SKk7",327153,130.8612,99
"2218",2,"SKk7",30689,12.2756,99
"2219",3,"SKk7",27037,10.8148,99
"2220",4,"SKk7",12477,4.9908,99
"2221",5,"SKk7",63615,25.446,99
"2222",6,"SKk7",170,0.068,99
"2223",7,"SKk7",1893,0.7572,99
"2224",1,"SKk8",1579,0.6316,99
"2225",2,"SKk8",875,0.35,99
"2226",4,"SKk8",5,0.002,99
"2227",5,"SKk8",4684,1.8736,99
"2228",7,"SKk8",7,0.0028,99
"2229",1,"SKk9",350567,140.2268,99
"2230",2,"SKk9",4459,1.7836,99
"2231",3,"SKk9",268,0.1072,99
"2232",4,"SKk9",257,0.1028,99
"2233",5,"SKk9",1289,0.5156,99
"2234",7,"SKk9",74,0.0296,99
"2235",1,"SKn1",18355012,7342.0048,99
"2236",2,"SKn1",414695,165.878,99
"2237",3,"SKn1",401,0.1604,99
"2238",4,"SKn1",44027,17.6108,99
"2239",5,"SKn1",124368,49.7472,99
"2240",6,"SKn1",16903,6.7612,99
"2241",1,"SKn2",1335509,534.2036,99
"2242",2,"SKn2",8453,3.3812,99
"2243",3,"SKn2",52,0.0208,99
"2244",4,"SKn2",1713,0.6852,99
"2245",5,"SKn2",2076,0.8304,99
"2246",6,"SKn2",528,0.2112,99
"2247",1,"SKn3",7227560,2891.024,99
"2248",2,"SKn3",344369,137.7476,99
"2249",3,"SKn3",352,0.1408,99
"2250",4,"SKn3",36512,14.6048,99
"2251",5,"SKn3",150219,60.0876,99
"2252",6,"SKn3",10978,4.3912,99
"2253",1,"SKn4",11453165,4581.266,99
"2254",2,"SKn4",482783,193.1132,99
"2255",3,"SKn4",128,0.0512,99
"2256",4,"SKn4",28444,11.3776,99
"2257",5,"SKn4",611497,244.5988,99
"2258",6,"SKn4",25517,10.2068,99
"2259",1,"SKn5",1626346,650.5384,99
"2260",2,"SKn5",2999,1.1996,99
"2261",3,"SKn5",6,0.0024,99
"2262",4,"SKn5",2525,1.01,99
"2263",5,"SKn5",494,0.1976,99
"2264",6,"SKn5",989,0.3956,99
"2265",1,"SKn6",978765,391.506,99
"2266",2,"SKn6",5969,2.3876,99
"2267",3,"SKn6",57,0.0228,99
"2268",4,"SKn6",182,0.0728,99
"2269",5,"SKn6",7012,2.8048,99
"2270",6,"SKn6",1,4e-04,99
"2271",1,"SKn7",2269828,907.9312,99
"2272",2,"SKn7",65769,26.3076,99
"2273",3,"SKn7",28,0.0112,99
"2274",4,"SKn7",2384,0.9536,99
"2275",5,"SKn7",153326,61.3304,99
"2276",6,"SKn7",1537,0.6148,99
"2277",1,"SKr1",2999354,1199.7416,99
"2278",2,"SKr1",598,0.2392,99
"2279",3,"SKr1",55,0.022,99
"2280",4,"SKr1",765,0.306,99
"2281",6,"SKr1",231,0.0924,99
"2282",1,"SKr10",317856,127.1424,99
"2283",2,"SKr10",563,0.2252,99
"2284",4,"SKr10",420,0.168,99
"2285",6,"SKr10",85,0.034,99
"2286",1,"SKr11",320301,128.1204,99
"2287",2,"SKr11",210,0.084,99
"2288",4,"SKr11",2455,0.982,99
"2289",6,"SKr11",222,0.0888,99
"2290",1,"SKr12",1529742,611.8968,99
"2291",2,"SKr12",272,0.1088,99
"2292",3,"SKr12",2,8e-04,99
"2293",4,"SKr12",202,0.0808,99
"2294",6,"SKr12",148,0.0592,99
"2295",1,"SKr13",1804579,721.8316,99
"2296",2,"SKr13",867,0.3468,99
"2297",3,"SKr13",6,0.0024,99
"2298",4,"SKr13",1094,0.4376,99
"2299",6,"SKr13",144,0.0576,99
"2300",1,"SKr14",913039,365.2156,99
"2301",2,"SKr14",518,0.2072,99
"2302",4,"SKr14",230,0.092,99
"2303",6,"SKr14",121,0.0484,99
"2304",1,"SKr15",500760,200.304,99
"2305",2,"SKr15",87480,34.992,99
"2306",4,"SKr15",139,0.0556,99
"2307",5,"SKr15",16068,6.4272,99
"2308",6,"SKr15",1,4e-04,99
"2309",1,"SKr16",1080838,432.3352,99
"2310",2,"SKr16",240,0.096,99
"2311",3,"SKr16",31,0.0124,99
"2312",4,"SKr16",355,0.142,99
"2313",6,"SKr16",648,0.2592,99
"2314",1,"SKr17",649165,259.666,99
"2315",2,"SKr17",561,0.2244,99
"2316",4,"SKr17",772,0.3088,99
"2317",6,"SKr17",1366,0.5464,99
"2318",1,"SKr18",2030905,812.362,99
"2319",2,"SKr18",3043,1.2172,99
"2320",3,"SKr18",141,0.0564,99
"2321",4,"SKr18",953,0.3812,99
"2322",5,"SKr18",5,0.002,99
"2323",6,"SKr18",9405,3.762,99
"2324",1,"SKr19",919286,367.7144,99
"2325",2,"SKr19",1449,0.5796,99
"2326",3,"SKr19",953,0.3812,99
"2327",4,"SKr19",2058,0.8232,99
"2328",5,"SKr19",8,0.0032,99
"2329",6,"SKr19",6128,2.4512,99
"2330",7,"SKr19",26,0.0104,99
"2331",1,"SKr2",478328,191.3312,99
"2332",2,"SKr2",193,0.0772,99
"2333",4,"SKr2",1715,0.686,99
"2334",6,"SKr2",48,0.0192,99
"2335",1,"SKr3",426844,170.7376,99
"2336",2,"SKr3",49,0.0196,99
"2337",3,"SKr3",20,0.008,99
"2338",4,"SKr3",23,0.0092,99
"2339",1,"SKr4",2067903,827.1612,99
"2340",2,"SKr4",17893,7.1572,99
"2341",4,"SKr4",2110,0.844,99
"2342",6,"SKr4",2656,1.0624,99
"2343",1,"SKr5",45913,18.3652,99
"2344",1,"SKr6",164558,65.8232,99
"2345",2,"SKr6",114,0.0456,99
"2346",6,"SKr6",10,0.004,99
"2347",1,"SKr7",816386,326.5544,99
"2348",2,"SKr7",204,0.0816,99
"2349",3,"SKr7",1,4e-04,99
"2350",4,"SKr7",1194,0.4776,99
"2351",6,"SKr7",89,0.0356,99
"2352",1,"SKr8",126276,50.5104,99
"2353",2,"SKr8",51,0.0204,99
"2354",3,"SKr8",67,0.0268,99
"2355",1,"SKr9",8163,3.2652,99
"2356",1,"SKs1",777519,311.0076,99
"2357",2,"SKs1",39678,15.8712,99
"2358",3,"SKs1",495,0.198,99
"2359",4,"SKs1",8431,3.3724,99
"2360",6,"SKs1",443930,177.572,99
"2361",1,"SKs10",334996,133.9984,99
"2362",2,"SKs10",5319,2.1276,99
"2363",4,"SKs10",757,0.3028,99
"2364",1,"SKs11",716713,286.6852,99
"2365",2,"SKs11",288,0.1152,99
"2366",4,"SKs11",387,0.1548,99
"2367",6,"SKs11",60,0.024,99
"2368",1,"SKs12",1058810,423.524,99
"2369",2,"SKs12",76421,30.5684,99
"2370",3,"SKs12",48,0.0192,99
"2371",4,"SKs12",4448,1.7792,99
"2372",5,"SKs12",34279,13.7116,99
"2373",6,"SKs12",366,0.1464,99
"2374",7,"SKs12",450,0.18,99
"2375",1,"SKs13",270377,108.1508,99
"2376",2,"SKs13",57159,22.8636,99
"2377",3,"SKs13",661,0.2644,99
"2378",4,"SKs13",6160,2.464,99
"2379",5,"SKs13",167083,66.8332,99
"2380",6,"SKs13",195,0.078,99
"2381",7,"SKs13",1189,0.4756,99
"2382",1,"SKs14",1610036,644.0144,99
"2383",2,"SKs14",103669,41.4676,99
"2384",3,"SKs14",259,0.1036,99
"2385",4,"SKs14",9953,3.9812,99
"2386",5,"SKs14",360470,144.188,99
"2387",6,"SKs14",12826,5.1304,99
"2388",7,"SKs14",151,0.0604,99
"2389",1,"SKs2",1312257,524.9028,99
"2390",2,"SKs2",5540,2.216,99
"2391",4,"SKs2",2648,1.0592,99
"2392",6,"SKs2",19806,7.9224,99
"2393",1,"SKs3",756800,302.72,99
"2394",2,"SKs3",10399,4.1596,99
"2395",4,"SKs3",7,0.0028,99
"2396",6,"SKs3",61294,24.5176,99
"2397",1,"SKs4",1103602,441.4408,99
"2398",2,"SKs4",4083,1.6332,99
"2399",4,"SKs4",668,0.2672,99
"2400",6,"SKs4",14257,5.7028,99
"2401",1,"SKs5",1414227,565.6908,99
"2402",2,"SKs5",49,0.0196,99
"2403",4,"SKs5",212,0.0848,99
"2404",6,"SKs5",786,0.3144,99
"2405",1,"SKs6",306979,122.7916,99
"2406",2,"SKs6",158,0.0632,99
"2407",4,"SKs6",610,0.244,99
"2408",6,"SKs6",508,0.2032,99
"2409",1,"SKs7",6350028,2540.0112,99
"2410",2,"SKs7",548698,219.4792,99
"2411",3,"SKs7",3137,1.2548,99
"2412",4,"SKs7",30927,12.3708,99
"2413",5,"SKs7",846558,338.6232,99
"2414",6,"SKs7",98270,39.308,99
"2415",7,"SKs7",1865,0.746,99
"2416",1,"SKs8",1818220,727.288,99
"2417",2,"SKs8",63624,25.4496,99
"2418",3,"SKs8",947,0.3788,99
"2419",4,"SKs8",8114,3.2456,99
"2420",5,"SKs8",7,0.0028,99
"2421",6,"SKs8",279166,111.6664,99
"2422",1,"SKs9",2211858,884.7432,99
"2423",2,"SKs9",45496,18.1984,99
"2424",3,"SKs9",430,0.172,99
"2425",4,"SKs9",3352,1.3408,99
"2426",5,"SKs9",12828,5.1312,99
"2427",6,"SKs9",19515,7.806,99
"2428",7,"SKs9",2,8e-04,99
"2429",1,"SKt1",253321,101.3284,99
"2430",2,"SKt1",216,0.0864,99
"2431",4,"SKt1",865,0.346,99
"2432",6,"SKt1",46,0.0184,99
"2433",1,"SKt2",18282744,7313.0976,99
"2434",2,"SKt2",369804,147.9216,99
"2435",3,"SKt2",9772,3.9088,99
"2436",4,"SKt2",61621,24.6484,99
"2437",5,"SKt2",352019,140.8076,99
"2438",6,"SKt2",3587,1.4348,99
"2439",7,"SKt2",1838,0.7352,99
"2440",1,"SKt3",13056793,5222.7172,99
"2441",2,"SKt3",160832,64.3328,99
"2442",3,"SKt3",25412,10.1648,99
"2443",4,"SKt3",30248,12.0992,99
"2444",5,"SKt3",118393,47.3572,99
"2445",6,"SKt3",1895,0.758,99
"2446",7,"SKt3",1417,0.5668,99
"2447",1,"SKv1",1119956,447.9824,99
"2448",2,"SKv1",98260,39.304,99
"2449",3,"SKv1",1818,0.7272,99
"2450",4,"SKv1",3485,1.394,99
"2451",5,"SKv1",127430,50.972,99
"2452",6,"SKv1",279,0.1116,99
"2453",7,"SKv1",622,0.2488,99
"2454",1,"SKv10",565664,226.2656,99
"2455",2,"SKv10",15561,6.2244,99
"2456",3,"SKv10",722,0.2888,99
"2457",4,"SKv10",4409,1.7636,99
"2458",5,"SKv10",13904,5.5616,99
"2459",6,"SKv10",36,0.0144,99
"2460",7,"SKv10",19,0.0076,99
"2461",1,"SKv11",3422915,1369.166,99
"2462",2,"SKv11",166207,66.4828,99
"2463",3,"SKv11",12525,5.01,99
"2464",4,"SKv11",68094,27.2376,99
"2465",5,"SKv11",271542,108.6168,99
"2466",6,"SKv11",4258,1.7032,99
"2467",7,"SKv11",885,0.354,99
"2468",1,"SKv13",6284920,2513.968,99
"2469",2,"SKv13",41080,16.432,99
"2470",3,"SKv13",16688,6.6752,99
"2471",4,"SKv13",19655,7.862,99
"2472",5,"SKv13",25367,10.1468,99
"2473",6,"SKv13",238,0.0952,99
"2474",7,"SKv13",204,0.0816,99
"2475",1,"SKv14",1923112,769.2448,99
"2476",2,"SKv14",27746,11.0984,99
"2477",3,"SKv14",3692,1.4768,99
"2478",4,"SKv14",16892,6.7568,99
"2479",5,"SKv14",11258,4.5032,99
"2480",6,"SKv14",510,0.204,99
"2481",7,"SKv14",54,0.0216,99
"2482",1,"SKv2",1392875,557.15,99
"2483",2,"SKv2",4271,1.7084,99
"2484",3,"SKv2",537,0.2148,99
"2485",4,"SKv2",170,0.068,99
"2486",5,"SKv2",558,0.2232,99
"2487",6,"SKv2",55,0.022,99
"2488",1,"SKv3",2257476,902.9904,99
"2489",2,"SKv3",30476,12.1904,99
"2490",3,"SKv3",432,0.1728,99
"2491",4,"SKv3",1707,0.6828,99
"2492",5,"SKv3",31182,12.4728,99
"2493",6,"SKv3",8,0.0032,99
"2494",7,"SKv3",150,0.06,99
"2495",1,"SKv4",3283951,1313.5804,99
"2496",2,"SKv4",8871,3.5484,99
"2497",3,"SKv4",250,0.1,99
"2498",4,"SKv4",1816,0.7264,99
"2499",5,"SKv4",1011,0.4044,99
"2500",6,"SKv4",5,0.002,99
"2501",7,"SKv4",17,0.0068,99
"2502",1,"SKv5",17309553,6923.8212,99
"2503",2,"SKv5",78681,31.4724,99
"2504",3,"SKv5",4019,1.6076,99
"2505",4,"SKv5",24197,9.6788,99
"2506",5,"SKv5",51791,20.7164,99
"2507",6,"SKv5",2346,0.9384,99
"2508",7,"SKv5",179,0.0716,99
"2509",1,"SKv6",11687163,4674.8652,99
"2510",2,"SKv6",47562,19.0248,99
"2511",3,"SKv6",5335,2.134,99
"2512",4,"SKv6",22558,9.0232,99
"2513",5,"SKv6",21263,8.5052,99
"2514",6,"SKv6",1931,0.7724,99
"2515",7,"SKv6",411,0.1644,99
"2516",1,"SKv7",1240630,496.252,99
"2517",2,"SKv7",108255,43.302,99
"2518",3,"SKv7",11865,4.746,99
"2519",4,"SKv7",53037,21.2148,99
"2520",5,"SKv7",216851,86.7404,99
"2521",6,"SKv7",969,0.3876,99
"2522",7,"SKv7",1781,0.7124,99
"2523",1,"SKv8",9829482,3931.7928,99
"2524",2,"SKv8",175422,70.1688,99
"2525",3,"SKv8",12296,4.9184,99
"2526",4,"SKv8",37403,14.9612,99
"2527",5,"SKv8",215198,86.0792,99
"2528",6,"SKv8",1644,0.6576,99
"2529",7,"SKv8",1117,0.4468,99
"2530",1,"SVcb1",12772198,5108.8792,99
"2531",2,"SVcb1",1652530,661.012,99
"2532",3,"SVcb1",35038,14.0152,99
"2533",4,"SVcb1",100734,40.2936,99
"2534",5,"SVcb1",1958883,783.5532,99
"2535",6,"SVcb1",104380,41.752,99
"2536",7,"SVcb1",4879,1.9516,99
"2537",NA,"SVcb1",50278,20.1112,99
"2538",1,"SVcb10",2299158,919.6632,99
"2539",2,"SVcb10",397275,158.91,99
"2540",3,"SVcb10",6199,2.4796,99
"2541",4,"SVcb10",252356,100.9424,99
"2542",5,"SVcb10",446022,178.4088,99
"2543",6,"SVcb10",39790,15.916,99
"2544",7,"SVcb10",164572,65.8288,99
"2545",1,"SVcb11",6234097,2493.6388,99
"2546",2,"SVcb11",541727,216.6908,99
"2547",3,"SVcb11",41872,16.7488,99
"2548",4,"SVcb11",428600,171.44,99
"2549",5,"SVcb11",858603,343.4412,99
"2550",6,"SVcb11",12125,4.85,99
"2551",7,"SVcb11",97067,38.8268,99
"2552",1,"SVcb12",27157212,10862.8848,99
"2553",2,"SVcb12",5292752,2117.1008,99
"2554",3,"SVcb12",284070,113.628,99
"2555",4,"SVcb12",4030637,1612.2548,99
"2556",5,"SVcb12",6500427,2600.1708,99
"2557",6,"SVcb12",53230,21.292,99
"2558",7,"SVcb12",141902,56.7608,99
"2559",1,"SVcb13",4801089,1920.4356,99
"2560",2,"SVcb13",170811,68.3244,99
"2561",3,"SVcb13",14172,5.6688,99
"2562",4,"SVcb13",102133,40.8532,99
"2563",5,"SVcb13",64183,25.6732,99
"2564",6,"SVcb13",4457,1.7828,99
"2565",7,"SVcb13",8912,3.5648,99
"2566",1,"SVcb14",1103068,441.2272,99
"2567",2,"SVcb14",393345,157.338,99
"2568",3,"SVcb14",63691,25.4764,99
"2569",4,"SVcb14",35832,14.3328,99
"2570",5,"SVcb14",299890,119.956,99
"2571",6,"SVcb14",1020,0.408,99
"2572",7,"SVcb14",2884,1.1536,99
"2573",1,"SVcb15",7140831,2856.3324,99
"2574",2,"SVcb15",2980970,1192.388,99
"2575",3,"SVcb15",57265,22.906,99
"2576",4,"SVcb15",1044276,417.7104,99
"2577",5,"SVcb15",6728148,2691.2592,99
"2578",6,"SVcb15",21715,8.686,99
"2579",7,"SVcb15",22333,8.9332,99
"2580",1,"SVcb16",24702018,9880.8072,99
"2581",2,"SVcb16",2358732,943.4928,99
"2582",3,"SVcb16",80620,32.248,99
"2583",4,"SVcb16",1413534,565.4136,99
"2584",5,"SVcb16",1604724,641.8896,99
"2585",6,"SVcb16",19862,7.9448,99
"2586",7,"SVcb16",15875,6.35,99
"2587",NA,"SVcb16",43554,17.4216,99
"2588",1,"SVcb17",20536615,8214.646,99
"2589",2,"SVcb17",943333,377.3332,99
"2590",3,"SVcb17",24536,9.8144,99
"2591",4,"SVcb17",55800,22.32,99
"2592",5,"SVcb17",644372,257.7488,99
"2593",6,"SVcb17",25338,10.1352,99
"2594",7,"SVcb17",23084,9.2336,99
"2595",1,"SVcb18",12754556,5101.8224,99
"2596",2,"SVcb18",1422249,568.8996,99
"2597",3,"SVcb18",14308,5.7232,99
"2598",4,"SVcb18",495197,198.0788,99
"2599",5,"SVcb18",1540365,616.146,99
"2600",6,"SVcb18",4062,1.6248,99
"2601",7,"SVcb18",10163,4.0652,99
"2602",1,"SVcb19",26664292,10665.7168,99
"2603",2,"SVcb19",969755,387.902,99
"2604",3,"SVcb19",12736,5.0944,99
"2605",4,"SVcb19",274226,109.6904,99
"2606",5,"SVcb19",2015155,806.062,99
"2607",6,"SVcb19",95547,38.2188,99
"2608",7,"SVcb19",22437,8.9748,99
"2609",NA,"SVcb19",108,0.0432,99
"2610",1,"SVcb2",2689641,1075.8564,99
"2611",2,"SVcb2",27781,11.1124,99
"2612",3,"SVcb2",337,0.1348,99
"2613",4,"SVcb2",31217,12.4868,99
"2614",5,"SVcb2",15449,6.1796,99
"2615",6,"SVcb2",3311,1.3244,99
"2616",7,"SVcb2",995,0.398,99
"2617",1,"SVcb20",15549247,6219.6988,99
"2618",2,"SVcb20",3934480,1573.792,99
"2619",3,"SVcb20",30417,12.1668,99
"2620",4,"SVcb20",1455933,582.3732,99
"2621",5,"SVcb20",4060518,1624.2072,99
"2622",6,"SVcb20",82714,33.0856,99
"2623",7,"SVcb20",163915,65.566,99
"2624",1,"SVcb21",7614155,3045.662,99
"2625",2,"SVcb21",898179,359.2716,99
"2626",3,"SVcb21",29819,11.9276,99
"2627",4,"SVcb21",765423,306.1692,99
