"","nlc2022_7class","T_MAPCODE","Band_1","n"
"995","3","FFl2","0",0
"996","4","FFl2","0",4
"997","5","FFl2","0",12
"998","6","FFl2","0",0
"999","7","FFl2","0",0
"1000","NaN","FFl2","0",0
"1001","1","FFl3","0",151306
"1002","2","FFl3","0",3171
"1003","3","FFl3","0",0
"1004","4","FFl3","0",80
"1005","5","FFl3","0",493
"1006","6","FFl3","0",0
"1007","7","FFl3","0",63
"1008","NaN","FFl3","0",0
"1009","1","FFq1","0",0
"1010","2","FFq1","0",0
"1011","3","FFq1","0",0
"1012","4","FFq1","0",0
"1013","5","FFq1","0",0
"1014","6","FFq1","0",0
"1015","7","FFq1","0",0
"1016","NaN","FFq1","0",0
"1017","1","FFq2","0",0
"1018","2","FFq2","0",0
"1019","3","FFq2","0",0
"1020","4","FFq2","0",0
"1021","5","FFq2","0",0
"1022","6","FFq2","0",0
"1023","7","FFq2","0",0
"1024","NaN","FFq2","0",0
"1025","1","FFq3","0",5542
"1026","2","FFq3","0",67
"1027","3","FFq3","0",10
"1028","4","FFq3","0",0
"1029","5","FFq3","0",0
"1030","6","FFq3","0",0
"1031","7","FFq3","0",0
"1032","NaN","FFq3","0",0
"1033","1","FFq4","0",100176
"1034","2","FFq4","0",1075
"1035","3","FFq4","0",37
"1036","4","FFq4","0",476
"1037","5","FFq4","0",1114
"1038","6","FFq4","0",55
"1039","7","FFq4","0",3
"1040","NaN","FFq4","0",0
"1041","1","FFq5","0",0
"1042","2","FFq5","0",0
"1043","3","FFq5","0",0
"1044","4","FFq5","0",0
"1045","5","FFq5","0",0
"1046","6","FFq5","0",0
"1047","7","FFq5","0",0
"1048","NaN","FFq5","0",0
"1049","1","FFq6","0",0
"1050","2","FFq6","0",0
"1051","3","FFq6","0",0
"1052","4","FFq6","0",0
"1053","5","FFq6","0",0
"1054","6","FFq6","0",0
"1055","7","FFq6","0",0
"1056","NaN","FFq6","0",0
"1057","1","FFs1","0",0
"1058","2","FFs1","0",0
"1059","3","FFs1","0",0
"1060","4","FFs1","0",0
"1061","5","FFs1","0",0
"1062","6","FFs1","0",0
"1063","7","FFs1","0",0
"1064","NaN","FFs1","0",0
"1065","1","FFs10","0",1950044
"1066","2","FFs10","0",31609
"1067","3","FFs10","0",3936
"1068","4","FFs10","0",3734
"1069","5","FFs10","0",6243
"1070","6","FFs10","0",136
"1071","7","FFs10","0",20010
"1072","NaN","FFs10","0",0
"1073","1","FFs11","0",594200
"1074","2","FFs11","0",40053
"1075","3","FFs11","0",1663
"1076","4","FFs11","0",803
"1077","5","FFs11","0",2376
"1078","6","FFs11","0",0
"1079","7","FFs11","0",4467
"1080","NaN","FFs11","0",0
"1081","1","FFs12","0",27668
"1082","2","FFs12","0",1559
"1083","3","FFs12","0",0
"1084","4","FFs12","0",65
"1085","5","FFs12","0",504
"1086","6","FFs12","0",0
"1087","7","FFs12","0",0
"1088","NaN","FFs12","0",0
"1089","1","FFs13","0",1125349
"1090","2","FFs13","0",6917
"1091","3","FFs13","0",146
"1092","4","FFs13","0",282
"1093","5","FFs13","0",8404
"1094","6","FFs13","0",144
"1095","7","FFs13","0",15
"1096","NaN","FFs13","0",0
"1097","1","FFs14","0",683928
"1098","2","FFs14","0",11150
"1099","3","FFs14","0",471
"1100","4","FFs14","0",537
"1101","5","FFs14","0",7397
"1102","6","FFs14","0",603
"1103","7","FFs14","0",11189
"1104","NaN","FFs14","0",0
"1105","1","FFs15","0",718792
"1106","2","FFs15","0",8093
"1107","3","FFs15","0",218
"1108","4","FFs15","0",518
"1109","5","FFs15","0",4665
"1110","6","FFs15","0",104
"1111","7","FFs15","0",349
"1112","NaN","FFs15","0",0
"1113","1","FFs16","0",1352050
"1114","2","FFs16","0",9108
"1115","3","FFs16","0",88
"1116","4","FFs16","0",462
"1117","5","FFs16","0",1195
"1118","6","FFs16","0",0
"1119","7","FFs16","0",2311
"1120","NaN","FFs16","0",0
"1121","1","FFs17","0",143181
"1122","2","FFs17","0",3503
"1123","3","FFs17","0",2
"1124","4","FFs17","0",385
"1125","5","FFs17","0",1841
"1126","6","FFs17","0",19
"1127","7","FFs17","0",442
"1128","NaN","FFs17","0",0
"1129","1","FFs18","0",0
"1130","2","FFs18","0",0
"1131","3","FFs18","0",0
"1132","4","FFs18","0",0
"1133","5","FFs18","0",0
"1134","6","FFs18","0",0
"1135","7","FFs18","0",0
"1136","NaN","FFs18","0",0
"1137","1","FFs19","0",0
"1138","2","FFs19","0",0
"1139","3","FFs19","0",0
"1140","4","FFs19","0",0
"1141","5","FFs19","0",0
"1142","6","FFs19","0",0
"1143","7","FFs19","0",0
"1144","NaN","FFs19","0",0
"1145","1","FFs2","0",0
"1146","2","FFs2","0",0
"1147","3","FFs2","0",0
"1148","4","FFs2","0",0
"1149","5","FFs2","0",0
"1150","6","FFs2","0",0
"1151","7","FFs2","0",0
"1152","NaN","FFs2","0",0
"1153","1","FFs20","0",0
"1154","2","FFs20","0",0
"1155","3","FFs20","0",0
"1156","4","FFs20","0",0
"1157","5","FFs20","0",0
"1158","6","FFs20","0",0
"1159","7","FFs20","0",0
"1160","NaN","FFs20","0",0
"1161","1","FFs21","0",0
"1162","2","FFs21","0",0
"1163","3","FFs21","0",0
"1164","4","FFs21","0",0
"1165","5","FFs21","0",0
"1166","6","FFs21","0",0
"1167","7","FFs21","0",0
"1168","NaN","FFs21","0",0
"1169","1","FFs22","0",0
"1170","2","FFs22","0",0
"1171","3","FFs22","0",0
"1172","4","FFs22","0",0
"1173","5","FFs22","0",0
"1174","6","FFs22","0",0
"1175","7","FFs22","0",0
"1176","NaN","FFs22","0",0
"1177","1","FFs23","0",0
"1178","2","FFs23","0",0
"1179","3","FFs23","0",0
"1180","4","FFs23","0",0
"1181","5","FFs23","0",0
"1182","6","FFs23","0",0
"1183","7","FFs23","0",0
"1184","NaN","FFs23","0",0
"1185","1","FFs24","0",0
"1186","2","FFs24","0",0
"1187","3","FFs24","0",0
"1188","4","FFs24","0",0
"1189","5","FFs24","0",0
"1190","6","FFs24","0",0
"1191","7","FFs24","0",0
"1192","NaN","FFs24","0",0
"1193","1","FFs25","0",0
"1194","2","FFs25","0",0
"1195","3","FFs25","0",0
"1196","4","FFs25","0",0
"1197","5","FFs25","0",0
"1198","6","FFs25","0",0
"1199","7","FFs25","0",0
"1200","NaN","FFs25","0",0
"1201","1","FFs26","0",0
"1202","2","FFs26","0",0
"1203","3","FFs26","0",0
"1204","4","FFs26","0",0
"1205","5","FFs26","0",0
"1206","6","FFs26","0",0
"1207","7","FFs26","0",0
"1208","NaN","FFs26","0",0
"1209","1","FFs27","0",0
"1210","2","FFs27","0",0
"1211","3","FFs27","0",0
"1212","4","FFs27","0",0
"1213","5","FFs27","0",0
"1214","6","FFs27","0",0
"1215","7","FFs27","0",0
"1216","NaN","FFs27","0",0
"1217","1","FFs28","0",0
"1218","2","FFs28","0",0
"1219","3","FFs28","0",0
"1220","4","FFs28","0",0
"1221","5","FFs28","0",0
"1222","6","FFs28","0",0
"1223","7","FFs28","0",0
"1224","NaN","FFs28","0",0
"1225","1","FFs29","0",0
"1226","2","FFs29","0",0
"1227","3","FFs29","0",0
"1228","4","FFs29","0",0
"1229","5","FFs29","0",0
"1230","6","FFs29","0",0
"1231","7","FFs29","0",0
"1232","NaN","FFs29","0",0
"1233","1","FFs3","0",88909
"1234","2","FFs3","0",252
"1235","3","FFs3","0",0
"1236","4","FFs3","0",12
"1237","5","FFs3","0",79
"1238","6","FFs3","0",0
"1239","7","FFs3","0",336
"1240","NaN","FFs3","0",0
"1241","1","FFs30","0",56607
"1242","2","FFs30","0",20
"1243","3","FFs30","0",7
"1244","4","FFs30","0",10
"1245","5","FFs30","0",0
"1246","6","FFs30","0",0
"1247","7","FFs30","0",0
"1248","NaN","FFs30","0",0
"1249","1","FFs31","0",0
"1250","2","FFs31","0",0
"1251","3","FFs31","0",0
"1252","4","FFs31","0",0
"1253","5","FFs31","0",0
"1254","6","FFs31","0",0
"1255","7","FFs31","0",0
"1256","NaN","FFs31","0",0
"1257","1","FFs32","0",0
"1258","2","FFs32","0",0
"1259","3","FFs32","0",0
"1260","4","FFs32","0",0
"1261","5","FFs32","0",0
"1262","6","FFs32","0",0
"1263","7","FFs32","0",0
"1264","NaN","FFs32","0",0
"1265","1","FFs4","0",0
"1266","2","FFs4","0",0
"1267","3","FFs4","0",0
"1268","4","FFs4","0",0
"1269","5","FFs4","0",0
"1270","6","FFs4","0",0
"1271","7","FFs4","0",0
"1272","NaN","FFs4","0",0
"1273","1","FFs5","0",949904
"1274","2","FFs5","0",17576
"1275","3","FFs5","0",3461
"1276","4","FFs5","0",1120
"1277","5","FFs5","0",12444
"1278","6","FFs5","0",48
"1279","7","FFs5","0",1008
"1280","NaN","FFs5","0",0
"1281","1","FFs6","0",451003
"1282","2","FFs6","0",16804
"1283","3","FFs6","0",852
"1284","4","FFs6","0",2085
"1285","5","FFs6","0",16792
"1286","6","FFs6","0",157
"1287","7","FFs6","0",1197
"1288","NaN","FFs6","0",0
"1289","1","FFs7","0",601150
"1290","2","FFs7","0",6614
"1291","3","FFs7","0",2196
"1292","4","FFs7","0",638
"1293","5","FFs7","0",11525
"1294","6","FFs7","0",11
"1295","7","FFs7","0",362
"1296","NaN","FFs7","0",0
"1297","1","FFs8","0",621295
"1298","2","FFs8","0",1393
"1299","3","FFs8","0",370
"1300","4","FFs8","0",358
"1301","5","FFs8","0",2396
"1302","6","FFs8","0",0
"1303","7","FFs8","0",151
"1304","NaN","FFs8","0",0
"1305","1","FFs9","0",368448
"1306","2","FFs9","0",12272
"1307","3","FFs9","0",519
"1308","4","FFs9","0",6896
"1309","5","FFs9","0",110
"1310","6","FFs9","0",23
"1311","7","FFs9","0",7109
"1312","NaN","FFs9","0",0
"1313","1","FFt1","0",0
"1314","2","FFt1","0",0
"1315","3","FFt1","0",0
"1316","4","FFt1","0",0
"1317","5","FFt1","0",0
"1318","6","FFt1","0",0
"1319","7","FFt1","0",0
"1320","NaN","FFt1","0",0
"1321","1","FFt2","0",0
"1322","2","FFt2","0",0
"1323","3","FFt2","0",0
"1324","4","FFt2","0",0
"1325","5","FFt2","0",0
"1326","6","FFt2","0",0
"1327","7","FFt2","0",0
"1328","NaN","FFt2","0",0
"1329","1","FOa1","0",0
"1330","2","FOa1","0",0
"1331","3","FOa1","0",0
"1332","4","FOa1","0",0
"1333","5","FOa1","0",0
"1334","6","FOa1","0",0
"1335","7","FOa1","0",0
"1336","NaN","FOa1","0",0
"1337","1","FOa2","0",0
"1338","2","FOa2","0",0
"1339","3","FOa2","0",0
"1340","4","FOa2","0",0
"1341","5","FOa2","0",0
"1342","6","FOa2","0",0
"1343","7","FOa2","0",0
"1344","NaN","FOa2","0",0
"1345","1","FOa3","0",144
"1346","2","FOa3","0",39
"1347","3","FOa3","0",0
"1348","4","FOa3","0",3
"1349","5","FOa3","0",0
"1350","6","FOa3","0",0
"1351","7","FOa3","0",0
"1352","NaN","FOa3","0",0
"1353","1","FOz1","0",46339
"1354","2","FOz1","0",5427
"1355","3","FOz1","0",2
"1356","4","FOz1","0",12
"1357","5","FOz1","0",0
"1358","6","FOz1","0",0
"1359","7","FOz1","0",1364
"1360","NaN","FOz1","0",0
"1361","1","FOz2","0",0
"1362","2","FOz2","0",0
"1363","3","FOz2","0",0
"1364","4","FOz2","0",0
"1365","5","FOz2","0",0
"1366","6","FOz2","0",0
"1367","7","FOz2","0",0
"1368","NaN","FOz2","0",0
"1369","1","FOz3","0",186454
"1370","2","FOz3","0",43829
"1371","3","FOz3","0",27
"1372","4","FOz3","0",345
"1373","5","FOz3","0",322
"1374","6","FOz3","0",2
"1375","7","FOz3","0",2578
"1376","NaN","FOz3","0",0
"1377","1","FOz4","0",0
"1378","2","FOz4","0",0
"1379","3","FOz4","0",0
"1380","4","FOz4","0",0
"1381","5","FOz4","0",0
"1382","6","FOz4","0",0
"1383","7","FOz4","0",0
"1384","NaN","FOz4","0",0
"1385","1","FOz5","0",53361
"1386","2","FOz5","0",9198
"1387","3","FOz5","0",2
"1388","4","FOz5","0",985
"1389","5","FOz5","0",54
"1390","6","FOz5","0",0
"1391","7","FOz5","0",53
"1392","NaN","FOz5","0",0
"1393","1","FOz6","0",0
"1394","2","FOz6","0",0
"1395","3","FOz6","0",0
"1396","4","FOz6","0",0
"1397","5","FOz6","0",0
"1398","6","FOz6","0",0
"1399","7","FOz6","0",0
"1400","NaN","FOz6","0",0
"1401","1","FOz7","0",36392
"1402","2","FOz7","0",8438
"1403","3","FOz7","0",1
"1404","4","FOz7","0",1942
"1405","5","FOz7","0",9
"1406","6","FOz7","0",17
"1407","7","FOz7","0",4
"1408","NaN","FOz7","0",0
"1409","1","FOz8","0",0
"1410","2","FOz8","0",0
"1411","3","FOz8","0",0
"1412","4","FOz8","0",0
"1413","5","FOz8","0",0
"1414","6","FOz8","0",0
"1415","7","FOz8","0",0
"1416","NaN","FOz8","0",0
"1417","1","FOz9","0",0
"1418","2","FOz9","0",0
"1419","3","FOz9","0",0
"1420","4","FOz9","0",0
"1421","5","FOz9","0",0
"1422","6","FOz9","0",0
"1423","7","FOz9","0",0
"1424","NaN","FOz9","0",0
"1425","1","FRa1","0",177922
"1426","2","FRa1","0",67871
"1427","3","FRa1","0",6739
"1428","4","FRa1","0",18953
"1429","5","FRa1","0",148559
"1430","6","FRa1","0",181
"1431","7","FRa1","0",881
"1432","NaN","FRa1","0",0
"1433","1","FRa2","0",51184
"1434","2","FRa2","0",6488
"1435","3","FRa2","0",11
"1436","4","FRa2","0",1109
"1437","5","FRa2","0",14036
"1438","6","FRa2","0",0
"1439","7","FRa2","0",115
"1440","NaN","FRa2","0",0
"1441","1","FRc1","0",6420
"1442","2","FRc1","0",5123
"1443","3","FRc1","0",6
"1444","4","FRc1","0",463
"1445","5","FRc1","0",15046
"1446","6","FRc1","0",160
"1447","7","FRc1","0",37
"1448","NaN","FRc1","0",0
"1449","1","FRc2","0",19120
"1450","2","FRc2","0",8568
"1451","3","FRc2","0",58
"1452","4","FRc2","0",101
"1453","5","FRc2","0",32906
"1454","6","FRc2","0",11
"1455","7","FRc2","0",29
"1456","NaN","FRc2","0",0
"1457","1","FRd1","0",0
"1458","2","FRd1","0",0
"1459","3","FRd1","0",0
"1460","4","FRd1","0",0
"1461","5","FRd1","0",0
"1462","6","FRd1","0",0
"1463","7","FRd1","0",0
"1464","NaN","FRd1","0",0
"1465","1","FRd2","0",0
"1466","2","FRd2","0",0
"1467","3","FRd2","0",0
"1468","4","FRd2","0",0
"1469","5","FRd2","0",0
"1470","6","FRd2","0",0
"1471","7","FRd2","0",0
"1472","NaN","FRd2","0",0
"1473","1","FRg1","0",0
"1474","2","FRg1","0",0
"1475","3","FRg1","0",0
"1476","4","FRg1","0",0
"1477","5","FRg1","0",0
"1478","6","FRg1","0",0
"1479","7","FRg1","0",0
"1480","NaN","FRg1","0",0
"1481","1","FRg2","0",99442
"1482","2","FRg2","0",62022
"1483","3","FRg2","0",1375
"1484","4","FRg2","0",16248
"1485","5","FRg2","0",129762
"1486","6","FRg2","0",97
"1487","7","FRg2","0",6592
"1488","NaN","FRg2","0",0
"1489","1","FRg3","0",28856
"1490","2","FRg3","0",271
"1491","3","FRg3","0",0
"1492","4","FRg3","0",17
"1493","5","FRg3","0",131
"1494","6","FRg3","0",0
"1495","7","FRg3","0",0
"1496","NaN","FRg3","0",0
"1497","1","FRl1","0",0
"1498","2","FRl1","0",0
"1499","3","FRl1","0",0
"1500","4","FRl1","0",0
"1501","5","FRl1","0",0
"1502","6","FRl1","0",0
"1503","7","FRl1","0",0
"1504","NaN","FRl1","0",0
"1505","1","FRs1","0",0
"1506","2","FRs1","0",0
"1507","3","FRs1","0",0
"1508","4","FRs1","0",0
"1509","5","FRs1","0",0
"1510","6","FRs1","0",0
"1511","7","FRs1","0",0
"1512","NaN","FRs1","0",0
"1513","1","FRs10","0",4989
"1514","2","FRs10","0",1108
"1515","3","FRs10","0",3
"1516","4","FRs10","0",2485
"1517","5","FRs10","0",0
"1518","6","FRs10","0",0
"1519","7","FRs10","0",936
"1520","NaN","FRs10","0",0
"1521","1","FRs11","0",27256
"1522","2","FRs11","0",12217
"1523","3","FRs11","0",3253
"1524","4","FRs11","0",2757
"1525","5","FRs11","0",63049
"1526","6","FRs11","0",1
"1527","7","FRs11","0",657
"1528","NaN","FRs11","0",0
"1529","1","FRs12","0",68662
"1530","2","FRs12","0",19122
"1531","3","FRs12","0",460
"1532","4","FRs12","0",2748
"1533","5","FRs12","0",120240
"1534","6","FRs12","0",0
"1535","7","FRs12","0",594
"1536","NaN","FRs12","0",0
"1537","1","FRs13","0",171664
"1538","2","FRs13","0",61615
"1539","3","FRs13","0",669
"1540","4","FRs13","0",3825
"1541","5","FRs13","0",323975
"1542","6","FRs13","0",126
"1543","7","FRs13","0",1872
"1544","NaN","FRs13","0",0
"1545","1","FRs14","0",0
"1546","2","FRs14","0",0
"1547","3","FRs14","0",0
"1548","4","FRs14","0",0
"1549","5","FRs14","0",0
"1550","6","FRs14","0",0
"1551","7","FRs14","0",0
"1552","NaN","FRs14","0",0
"1553","1","FRs15","0",0
"1554","2","FRs15","0",0
"1555","3","FRs15","0",0
"1556","4","FRs15","0",0
"1557","5","FRs15","0",0
"1558","6","FRs15","0",0
"1559","7","FRs15","0",0
"1560","NaN","FRs15","0",0
"1561","1","FRs16","0",0
"1562","2","FRs16","0",0
"1563","3","FRs16","0",0
"1564","4","FRs16","0",0
"1565","5","FRs16","0",0
"1566","6","FRs16","0",0
"1567","7","FRs16","0",0
"1568","NaN","FRs16","0",0
"1569","1","FRs17","0",0
"1570","2","FRs17","0",0
"1571","3","FRs17","0",0
"1572","4","FRs17","0",0
"1573","5","FRs17","0",0
"1574","6","FRs17","0",0
"1575","7","FRs17","0",0
"1576","NaN","FRs17","0",0
"1577","1","FRs18","0",0
"1578","2","FRs18","0",0
"1579","3","FRs18","0",0
"1580","4","FRs18","0",0
"1581","5","FRs18","0",0
"1582","6","FRs18","0",0
"1583","7","FRs18","0",0
"1584","NaN","FRs18","0",0
"1585","1","FRs19","0",0
"1586","2","FRs19","0",0
"1587","3","FRs19","0",0
"1588","4","FRs19","0",0
"1589","5","FRs19","0",0
"1590","6","FRs19","0",0
"1591","7","FRs19","0",0
"1592","NaN","FRs19","0",0
"1593","1","FRs2","0",0
"1594","2","FRs2","0",0
"1595","3","FRs2","0",0
"1596","4","FRs2","0",0
"1597","5","FRs2","0",0
"1598","6","FRs2","0",0
"1599","7","FRs2","0",0
"1600","NaN","FRs2","0",0
"1601","1","FRs20","0",0
"1602","2","FRs20","0",0
"1603","3","FRs20","0",0
"1604","4","FRs20","0",0
"1605","5","FRs20","0",0
"1606","6","FRs20","0",0
"1607","7","FRs20","0",0
"1608","NaN","FRs20","0",0
"1609","1","FRs3","0",0
"1610","2","FRs3","0",0
"1611","3","FRs3","0",0
"1612","4","FRs3","0",0
"1613","5","FRs3","0",0
"1614","6","FRs3","0",0
"1615","7","FRs3","0",0
"1616","NaN","FRs3","0",0
"1617","1","FRs4","0",82754
"1618","2","FRs4","0",21727
"1619","3","FRs4","0",2477
"1620","4","FRs4","0",10115
"1621","5","FRs4","0",48376
"1622","6","FRs4","0",43
"1623","7","FRs4","0",115
"1624","NaN","FRs4","0",0
"1625","1","FRs5","0",0
"1626","2","FRs5","0",0
"1627","3","FRs5","0",0
"1628","4","FRs5","0",0
"1629","5","FRs5","0",0
"1630","6","FRs5","0",0
"1631","7","FRs5","0",0
"1632","NaN","FRs5","0",0
"1633","1","FRs6","0",206806
"1634","2","FRs6","0",26097
"1635","3","FRs6","0",225
"1636","4","FRs6","0",670
"1637","5","FRs6","0",15305
"1638","6","FRs6","0",3
"1639","7","FRs6","0",0
"1640","NaN","FRs6","0",0
"1641","1","FRs7","0",425228
"1642","2","FRs7","0",27129
"1643","3","FRs7","0",969
"1644","4","FRs7","0",2880
"1645","5","FRs7","0",43484
"1646","6","FRs7","0",29
"1647","7","FRs7","0",146
"1648","NaN","FRs7","0",0
"1649","1","FRs8","0",511029
"1650","2","FRs8","0",91388
"1651","3","FRs8","0",4222
"1652","4","FRs8","0",7679
"1653","5","FRs8","0",110974
"1654","6","FRs8","0",766
"1655","7","FRs8","0",14966
"1656","NaN","FRs8","0",0
"1657","1","FRs9","0",314709
"1658","2","FRs9","0",150518
"1659","3","FRs9","0",5210
"1660","4","FRs9","0",27783
"1661","5","FRs9","0",613692
"1662","6","FRs9","0",1479
"1663","7","FRs9","0",16129
"1664","NaN","FRs9","0",0
"1665","1","FS1","0",0
"1666","2","FS1","0",0
"1667","3","FS1","0",0
"1668","4","FS1","0",0
"1669","5","FS1","0",0
"1670","6","FS1","0",0
"1671","7","FS1","0",0
"1672","NaN","FS1","0",0
"1673","1","FS10","0",12551
"1674","2","FS10","0",266
"1675","3","FS10","0",0
"1676","4","FS10","0",77
"1677","5","FS10","0",5
"1678","6","FS10","0",0
"1679","7","FS10","0",0
"1680","NaN","FS10","0",0
"1681","1","FS11","0",0
"1682","2","FS11","0",0
"1683","3","FS11","0",0
"1684","4","FS11","0",0
"1685","5","FS11","0",0
"1686","6","FS11","0",0
"1687","7","FS11","0",0
"1688","NaN","FS11","0",0
"1689","1","FS12","0",0
"1690","2","FS12","0",0
"1691","3","FS12","0",0
"1692","4","FS12","0",0
"1693","5","FS12","0",0
"1694","6","FS12","0",0
"1695","7","FS12","0",0
"1696","NaN","FS12","0",0
"1697","1","FS13","0",0
"1698","2","FS13","0",0
"1699","3","FS13","0",0
"1700","4","FS13","0",0
"1701","5","FS13","0",0
"1702","6","FS13","0",0
"1703","7","FS13","0",0
"1704","NaN","FS13","0",0
"1705","1","FS14","0",0
"1706","2","FS14","0",0
"1707","3","FS14","0",0
"1708","4","FS14","0",0
"1709","5","FS14","0",0
"1710","6","FS14","0",0
"1711","7","FS14","0",0
"1712","NaN","FS14","0",0
"1713","1","FS2","0",20444
"1714","2","FS2","0",6662
"1715","3","FS2","0",14
"1716","4","FS2","0",3554
"1717","5","FS2","0",8685
"1718","6","FS2","0",262
"1719","7","FS2","0",70
"1720","NaN","FS2","0",0
"1721","1","FS3","0",694366
"1722","2","FS3","0",137479
"1723","3","FS3","0",263
"1724","4","FS3","0",13673
"1725","5","FS3","0",92034
"1726","6","FS3","0",5604
"1727","7","FS3","0",1169
"1728","NaN","FS3","0",0
"1729","1","FS4","0",31519
"1730","2","FS4","0",8006
"1731","3","FS4","0",0
"1732","4","FS4","0",1018
"1733","5","FS4","0",936
"1734","6","FS4","0",85
"1735","7","FS4","0",0
"1736","NaN","FS4","0",0
"1737","1","FS5","0",344302
"1738","2","FS5","0",12420
"1739","3","FS5","0",0
"1740","4","FS5","0",5623
"1741","5","FS5","0",251
"1742","6","FS5","0",0
"1743","7","FS5","0",42
"1744","NaN","FS5","0",0
"1745","1","FS6","0",246310
"1746","2","FS6","0",4902
"1747","3","FS6","0",403
"1748","4","FS6","0",47194
"1749","5","FS6","0",295
"1750","6","FS6","0",4102
"1751","7","FS6","0",115
"1752","NaN","FS6","0",0
"1753","1","FS7","0",1813
"1754","2","FS7","0",14
"1755","3","FS7","0",0
"1756","4","FS7","0",1
"1757","5","FS7","0",98
"1758","6","FS7","0",0
"1759","7","FS7","0",0
"1760","NaN","FS7","0",0
"1761","1","FS9","0",0
"1762","2","FS9","0",0
"1763","3","FS9","0",0
"1764","4","FS9","0",0
"1765","5","FS9","0",0
"1766","6","FS9","0",0
"1767","7","FS9","0",0
"1768","NaN","FS9","0",0
"1769","1","Gd1","0",0
"1770","2","Gd1","0",0
"1771","3","Gd1","0",0
"1772","4","Gd1","0",0
"1773","5","Gd1","0",0
"1774","6","Gd1","0",0
"1775","7","Gd1","0",0
"1776","NaN","Gd1","0",0
"1777","1","Gd10","0",0
"1778","2","Gd10","0",0
"1779","3","Gd10","0",0
"1780","4","Gd10","0",0
"1781","5","Gd10","0",0
"1782","6","Gd10","0",0
"1783","7","Gd10","0",0
"1784","NaN","Gd10","0",0
"1785","1","Gd2","0",0
"1786","2","Gd2","0",0
"1787","3","Gd2","0",0
"1788","4","Gd2","0",0
"1789","5","Gd2","0",0
"1790","6","Gd2","0",0
"1791","7","Gd2","0",0
"1792","NaN","Gd2","0",0
"1793","1","Gd3","0",0
"1794","2","Gd3","0",0
"1795","3","Gd3","0",0
"1796","4","Gd3","0",0
"1797","5","Gd3","0",0
"1798","6","Gd3","0",0
"1799","7","Gd3","0",0
"1800","NaN","Gd3","0",0
"1801","1","Gd4","0",0
"1802","2","Gd4","0",0
"1803","3","Gd4","0",0
"1804","4","Gd4","0",0
"1805","5","Gd4","0",0
"1806","6","Gd4","0",0
"1807","7","Gd4","0",0
"1808","NaN","Gd4","0",0
"1809","1","Gd5","0",0
"1810","2","Gd5","0",0
"1811","3","Gd5","0",0
"1812","4","Gd5","0",0
"1813","5","Gd5","0",0
"1814","6","Gd5","0",0
"1815","7","Gd5","0",0
"1816","NaN","Gd5","0",0
"1817","1","Gd6","0",0
"1818","2","Gd6","0",0
"1819","3","Gd6","0",0
"1820","4","Gd6","0",0
"1821","5","Gd6","0",0
"1822","6","Gd6","0",0
"1823","7","Gd6","0",0
"1824","NaN","Gd6","0",0
"1825","1","Gd7","0",0
"1826","2","Gd7","0",0
"1827","3","Gd7","0",0
"1828","4","Gd7","0",0
"1829","5","Gd7","0",0
"1830","6","Gd7","0",0
"1831","7","Gd7","0",0
"1832","NaN","Gd7","0",0
"1833","1","Gd8","0",0
"1834","2","Gd8","0",0
"1835","3","Gd8","0",0
"1836","4","Gd8","0",0
"1837","5","Gd8","0",0
"1838","6","Gd8","0",0
"1839","7","Gd8","0",0
"1840","NaN","Gd8","0",0
"1841","1","Gd9","0",0
"1842","2","Gd9","0",0
"1843","3","Gd9","0",0
"1844","4","Gd9","0",0
"1845","5","Gd9","0",0
"1846","6","Gd9","0",0
